id	topic_id	thread_id	type	formula
q_467	A.335	4163359	body	A
q_468	A.335	4163359	body	X
q_469	A.335	4163359	body	\sum_{k=0}^{N}\frac{A^k}{k!}
q_470	A.335	4163359	body	\frac{A^k}{k!} -X
q_471	A.336	4157683	title	n \in \mathbb{N}
q_472	A.336	4157683	title	A, B \in \mathbb{R}^{n \times n}
q_473	A.336	4157683	title	A B \neq B A
q_474	A.336	4157683	body	 M:=\left\{A \in \mathbb{R}^{2 \times 2}: A B=B A \quad \forall B \in \mathbb{R}^{2 \times 2}\right\} 
q_475	A.336	4157683	body	n \in \mathbb{N}
q_476	A.336	4157683	body	A, B \in \mathbb{R}^{n \times n}
q_477	A.336	4157683	body	A B \neq B A
q_478	A.336	4157683	body	A \in \mathbb{R}^{2 \times 2}
q_479	A.336	4157683	body	B \in \mathbb{R}^{2 \times 2}
q_480	A.337	4155217	body	\gamma
q_481	A.337	4155217	body	\gamma
q_482	A.337	4155217	body	\lambda(t)
q_483	A.337	4155217	body	\gamma'(t) = \lambda(t)\gamma(t)
q_484	A.337	4155217	body	t
q_485	A.337	4155217	body	\gamma '' = \lambda'\gamma   + \lambda \gamma' = (\lambda' + \lambda^2)\gamma
q_486	A.337	4155217	body	\lambda(t)
q_487	A.337	4155217	body	\gamma'(t) = \lambda(t)\gamma(t)
q_488	A.337	4155217	body	t
q_489	A.338	4142934	title	y = \frac{a+bx}{b-x}
q_490	A.338	4142934	body	y = \frac{a+bx}{b-x}
q_491	A.339	4142872	body	p
q_492	A.339	4142872	body	ab
q_493	A.339	4142872	body	p \mid ab
q_494	A.339	4142872	body	p \mid a
q_495	A.339	4142872	body	p \mid b
q_496	A.339	4142872	body	a
q_497	A.339	4142872	body	b
q_498	A.339	4142872	body	a \mid bc
q_499	A.339	4142872	body	c
q_500	A.339	4142872	body	a \not \mid b
q_501	A.339	4142872	body	c
q_502	A.339	4142872	body	a,b
q_503	A.339	4142872	body	r,s \in \mathbb{Z}
q_504	A.339	4142872	body	ar + bs = 1
q_505	A.339	4142872	body	c
q_506	A.339	4142872	body	arc + bsc = c
q_507	A.339	4142872	body	a \mid arc
q_508	A.339	4142872	body	a \mid bsc
q_509	A.339	4142872	body	a \mid c
q_510	A.340	4142220	title	|x_{n+1} - x_n| < 1/3^n
q_511	A.340	4142220	title	(x_n)
q_512	A.340	4142220	body	 |x_{n+1} - x_n| < \frac{1}{3^n}. 
q_513	A.340	4142220	body	(x_n)
q_514	A.340	4142220	body	\epsilon>0
q_515	A.340	4142220	body	n_0 > 0
q_516	A.340	4142220	body	m,n > n_o \Rightarrow |x_m - x_n|< \epsilon
q_517	A.341	4141272	body	a, b \in Z^+
q_518	A.341	4141272	body	\gcd(a, b) = 1
q_519	A.341	4141272	body	c_i = a + i \cdot b
q_520	A.341	4141272	body	\{a, a+b, a+2b, \cdots\}
q_521	A.341	4141272	body	a=2, b=3
q_522	A.341	4141272	body	c_1 = a+b = 5
q_523	A.341	4141272	body	a=4, b=2
q_524	A.341	4141272	body	\gcd(a, b) = 2 \neq 1
q_525	A.342	4140378	body	f(x_4) =\frac{2}{5}e^{\frac{-x}{10}}\left(1-e^{\frac{-x}{10}}\right)^3.
q_526	A.342	4140378	body	E(X_4) = \int_0^\infty\frac{2x}{5}e^\frac{-x}{10}\left(1-e^\frac{-x}{10}\right)^3 \,dx= 125/6.
q_527	A.342	4140378	body	10
q_528	A.342	4140378	body	40
q_529	A.342	4140378	body	(10 \cdot 4 = 40)
q_530	A.342	4140378	body	40
q_531	A.342	4140378	body	125/6
q_532	A.343	4138767	body	E = {(1,6),\ (2,5),\ (3,4),\ (4,3),\ (3,4),\ (5,2),\ (6,1)}
q_533	A.343	4138767	body	|Sample Space|
q_534	A.343	4138767	body	36
q_535	A.343	4138767	body	P(E) = 1/6
q_536	A.343	4138767	body	\{(1,6),\ (2,5),\ (3,4)\} 
q_537	A.343	4138767	body	|S| = 21
q_538	A.343	4138767	body	P(E) = 3/21
q_539	A.344	4135977	body	\mathcal{A}
q_540	A.344	4135977	body	X
q_541	A.344	4135977	body	\tau
q_542	A.344	4135977	body	X
q_543	A.344	4135977	body	X
q_544	A.344	4135977	body	X
q_545	A.344	4135977	body	X= \{a,b,c,d,e\}
q_546	A.344	4135977	body	\mathcal{A}=\{\{a\}\}
q_547	A.344	4135977	body	X
q_548	A.344	4135977	body	\mathcal{A}=\{\{a\}\}
q_549	A.344	4135977	body	X
q_550	A.344	4135977	body	\mathcal{A}
q_551	A.344	4135977	body	X
q_552	A.344	4135977	body	\mathcal{A}
q_553	A.344	4135977	body	\{a\}\cap\{a\}=\{a\}
q_554	A.344	4135977	body	\mathcal{B} = \{\{a\}\}
q_555	A.344	4135977	body	\mathcal{B}
q_556	A.344	4135977	body	\{a\}
q_557	A.344	4135977	body	\displaystyle\bigcup \mathcal{B} = \{a\}
q_558	A.344	4135977	body	\{a\} \neq X.
q_559	A.344	4135977	body	X \not \in \tau.
q_560	A.344	4135977	body	X
q_561	A.344	4135977	body	\tau
q_562	A.345	4126474	body	r\equiv \begin{cases} x=1 \\ y=1 \\z=\lambda -2 \end{cases}
q_563	A.345	4126474	body	s\equiv\begin{cases} x=\mu \\ y=\mu -1 \\ z=-1\end{cases}
q_564	A.346	4125256	body	 \{ r \in \mathbb Q \mid r^2 >2, r>0 \}
q_565	A.346	4125256	body	0 \in \mathbb Q
q_566	A.347	4118427	body	(a, b) = 1
q_567	A.347	4118427	body	(a+b, a-b) = 1
q_568	A.347	4118427	body	2 .
q_569	A.347	4118427	body	( a+b, a-b ) = d
q_570	A.347	4118427	body	 a+b =md
q_571	A.347	4118427	body	 a-b = nd.
q_572	A.347	4118427	body	2a = (m+n)d
q_573	A.347	4118427	body	2b = (m-n)d
q_574	A.347	4118427	body	a, b
q_575	A.347	4118427	body	2
q_576	A.347	4118427	body	(a,b)
q_577	A.347	4118427	body	(2a, 2b),
q_578	A.348	4115846	body	\det \begin{pmatrix} A & B\\ B & A\end{pmatrix} = \det(A-B)\det(A+B)
q_579	A.348	4115846	body	\begin{pmatrix} A & -B\\  B & A \end{pmatrix}
q_580	A.348	4115846	body	A, B \in \Bbb R^{n \times n}
q_581	A.348	4115846	body	A
q_582	A.348	4115846	body	B
q_583	A.349	4115364	body	x! = \sqrt{2\pi x} * (\frac{x}{e})^x
q_584	A.349	4115364	body	y = \sqrt{2\pi x} * (\frac{x}{e})^x
q_585	A.350	4114892	body	x^3 - x, x \in \mathbb{N}
q_586	A.350	4114892	body	x \in \mathbb{N}
q_587	A.350	4114892	body	P(x)
q_588	A.350	4114892	body	x^3 - x
q_589	A.350	4114892	body	\mathbb{N}
q_590	A.350	4114892	body	0
q_591	A.350	4114892	body	\frac{0^3 - 0}{2} = 0
q_592	A.350	4114892	body	\frac{0^3 - 0}{3} = 0
q_593	A.350	4114892	body	P(0)
q_594	A.350	4114892	body	P(k)
q_595	A.350	4114892	body	k^3 - k
q_596	A.350	4114892	body	P(k)
q_597	A.350	4114892	body	P(k + 1)
q_598	A.350	4114892	body	(k+1)^3 - (k+1)
q_599	A.350	4114892	body	\frac{(k+1)^3-(k+1)}{2}
q_600	A.350	4114892	body	\frac{(k+1)^3-(k+1)}{3}
q_601	A.350	4114892	body	(k+1)^3 - (k+1)
q_602	A.351	4114583	body	(X,\mathcal{A},\mu)
q_603	A.351	4114583	body	A_n
q_604	A.351	4114583	body	\mathcal{A}
q_605	A.351	4114583	body	A := \{ x \in X 
q_606	A.351	4114583	body	n \in \mathbb{N}
q_607	A.351	4114583	body	x ∈ A_n
q_608	A.351	4114583	body	 \}
q_609	A.351	4114583	body	\lim_{n\to\infty}\inf \mu (A_n) \geq \mu(A)
q_610	A.351	4114583	body	 \mu (A_n) = \int_X \chi_{A_n} d\mu
q_611	A.351	4114583	body	\lim_{n\to\infty}\inf \mu (A_n) = \lim_{n\to\infty}\inf \int_X \chi_{ A_n} \geq \int_X \lim_{n\to\infty}\inf \chi_{A_n} d\mu
q_612	A.351	4114583	body	\lim_{n\to\infty}\inf \chi_{A_n}(x)  = \chi_A(x)
q_613	A.351	4114583	body	x\in A
q_614	A.351	4114583	body	x\in A_n \forall n 
q_615	A.351	4114583	body	\chi_{A_n}(x) = 1 \forall n 
q_616	A.351	4114583	body	\lim_{n\to\infty}\inf \chi_{A_n}(x)  = \lim_{n\to\infty} 1 = 1= \chi_A(x)
q_617	A.351	4114583	body	x\not\in A
q_618	A.351	4114583	body	\forall N \in \mathbb{N} \exists n >N
q_619	A.351	4114583	body	x \not\in A_n
q_620	A.351	4114583	body	\inf_{m \geq n} \chi_{A_n}(x) = 0 \forall n
q_621	A.351	4114583	body	\lim_{n\to\infty}\inf \chi_{A_n}(x)  = \lim_{n\to\infty} 0 = 0= \chi_A(x)
q_622	A.352	4106871	title	\int_0^\infty f(x) dx
q_623	A.352	4106871	title	f(x)\rightarrow
q_624	A.352	4106871	body	\int_0^\infty f(x) dx
q_625	A.352	4106871	body	f(x)
q_626	A.352	4106871	body	x
q_627	A.353	4106661	body	Cov(x,y) = E(xy)- E(x)E(y)
q_628	A.353	4106661	body	E(x)*E(y) = E(xy)
q_629	A.353	4106661	body	Cov(x,y) = 0
q_630	A.354	4106382	title	p_1\mid a
q_631	A.354	4106382	title	p_2\mid a
q_632	A.354	4106382	title	p_1p_2\mid a
q_633	A.354	4106382	body	p_1
q_634	A.354	4106382	body	p_2
q_635	A.354	4106382	body	p_1\mid a
q_636	A.354	4106382	body	p_2\mid a
q_637	A.354	4106382	body	p_1p_2\mid a
q_638	A.355	4103126	title	f(f(x)^2+f(y))=xf(x)+y
q_639	A.355	4103126	body	f(f(x)^2+f(y))=xf(x)+y
q_640	A.355	4103126	body	f:\mathbb{R}\rightarrow\mathbb{R}
q_641	A.355	4103126	body	x,y\in{\mathbb{R}}
q_642	A.355	4103126	body	f(x)=x
q_643	A.356	4093729	title	 \sum_{n=0}^{\infty}{\frac{x^{kn}}{(kn)!}} 
q_644	A.356	4093729	title	k
q_645	A.356	4093729	body	 f^{(k)}(x)=f(x) 
q_646	A.356	4093729	body	 f(x)=A_0e^x=\sum_{n=0}^{\infty}{\frac{A_0x^n}{n!}} 
q_647	A.356	4093729	body	 f(x)=Ae^x-Be^{-x}=\sum_{n=0}^{\infty}{(\frac{A_0x^{2n}}{(2n)!}+\frac{A_1x^{2n+1}}{(2n+1)!})} 
q_648	A.356	4093729	body	 f(x)=\sum_{n=0}^{\infty}{\sum_{i=0}^{k-1}{\frac{A_ix^{kn+i}}{(kn+i)!}}} 
q_649	A.356	4093729	body	 \sum_{n=0}^{\infty}{\frac{x^{3n}}{(3n)!}}=\frac{1}{3}(2e^{-\frac {x}{2}}\cos{(\frac {\sqrt{3}}{2}x)}+e^{x}) 
q_650	A.356	4093729	body	n
q_651	A.356	4093729	body	 k=1 
q_652	A.356	4093729	body	 k=2 
q_653	A.356	4093729	body	 A_0=A+B 
q_654	A.356	4093729	body	 A_1=A-B 
q_655	A.356	4093729	body	 \sum_{n=0}^{\infty}{\frac{x^{kn}}{(kn)!}} 
q_656	A.356	4093729	body	 k=3 
q_657	A.356	4093729	body	 \sin 
q_658	A.356	4093729	body	 \cos 
q_659	A.356	4093729	body	 \frac {2\pi}{k} 
q_660	A.357	4093299	body	\Bbb N \Rightarrow \Bbb R
q_661	A.357	4093299	body	(2, 4, ...)
q_662	A.357	4093299	body	f(n)=2n
q_663	A.357	4093299	body	f(n)=n^2-n+2
q_664	A.357	4093299	body	f(n)=2^n
q_665	A.357	4093299	body	f(1) = 2
q_666	A.357	4093299	body	f(2) = 4
q_667	A.357	4093299	body	(3, 1, 4, 1, 5, 9...)
q_668	A.358	4092427	body	\int 2\pi y \,ds
q_669	A.358	4092427	body	ds = \sqrt{1 + \frac{dy}{dx}^2}
q_670	A.358	4092427	body	\int \pi y^2 dx 
q_671	A.358	4092427	body	(2\pi y) (dx)
q_672	A.358	4092427	body	2\pi y
q_673	A.358	4092427	body	dx
q_674	A.358	4092427	body	\int 2\pi y dx
q_675	A.359	4088830	body	\tan\theta=\frac{x}{2}
q_676	A.359	4088830	body	\sin\theta=\frac{x}{\sqrt{4+x^2}}
q_677	A.359	4088830	body	sin\theta
q_678	A.359	4088830	body	\theta
q_679	A.360	4088631	title	1/ \vert x \vert
q_680	A.360	4088631	body	f(x) = \frac{1}{\vert x \vert}?
q_681	A.361	4084077	body	f:[a,b]\to\mathbb{R}
q_682	A.361	4084077	body	F(x)=\int_a^xf(t)dt
q_683	A.361	4084077	body	F
q_684	A.361	4084077	body	F'=f
q_685	A.362	4081835	body	Z \in X, Y \cap Z
q_686	A.362	4081835	body	C_0
q_687	A.362	4081835	body	\exists x \in X \setminus C_0
q_688	A.362	4081835	body	C_0
q_689	A.362	4081835	body	C_1 := C_0 \cup \{ x \}
q_690	A.362	4081835	body	x
q_691	A.362	4081835	body	i\geq 1 \Rightarrow X_i := C_{i+1} \setminus C_i
q_692	A.362	4081835	body	Y
q_693	A.362	4081835	body	X_i \subseteq Y
q_694	A.362	4081835	body	C_0
q_695	A.362	4081835	body	\exists j
q_696	A.362	4081835	body	a \in C_j
q_697	A.362	4081835	body	x R y \lor y R x
q_698	A.363	4081201	title	X_n \rightarrow 0
q_699	A.363	4081201	title	P[X^* \geq x | \mathcal{F}_0]= 1 \wedge X_0 / x
q_700	A.363	4081201	body	P[X^*  \geq x | \mathcal{F}_0]= 1 \wedge X_0 / x
q_701	A.363	4081201	body	X
q_702	A.363	4081201	body	X_n\rightarrow 0
q_703	A.363	4081201	body	n\rightarrow \infty
q_704	A.363	4081201	body	X^*=supX_n
q_705	A.363	4081201	body	x>0
q_706	A.363	4081201	body	x\leq X_0
q_707	A.363	4081201	body	x\leq X^*
q_708	A.363	4081201	body	1\leq X_0 /x
q_709	A.363	4081201	body	P[X^*  \geq x | \mathcal{F}_0]= 1
q_710	A.364	4080548	body	d(x,A)\leqslant d(x,y)+d(y,A)
q_711	A.364	4080548	body	x
q_712	A.364	4080548	body	A
q_713	A.364	4080548	body	(X, d)
q_714	A.364	4080548	body	y
q_715	A.364	4080548	body	X
q_716	A.364	4080548	body	\begin{align}\inf\left\{ d(x,a):a\in A\right\}\end{align}
q_717	A.365	4079321	body	\in
q_718	A.365	4079321	body	\subset
q_719	A.365	4079321	body	\omega
q_720	A.365	4079321	body	\alpha
q_721	A.365	4079321	body	\alpha^+
q_722	A.365	4079321	body	\alpha
q_723	A.366	4075442	title	X 
q_724	A.366	4075442	title	n
q_725	A.366	4075442	title	X'
q_726	A.366	4075442	body	X 
q_727	A.366	4075442	body	n
q_728	A.366	4075442	body	X'
q_729	A.366	4075442	body	\text{Given that  a  normed space  $X$ has  a linearly indepenedent  susbset of  $n-$  element}\tag1
q_730	A.366	4075442	body	S=\{ e_1,e_2,e_3,....,e_n\}
q_731	A.366	4075442	body	e_i \in X
q_732	A.366	4075442	body	f_j(e_i)= \delta_{ij} = \begin{cases} 1 & i=j \\0 , & i \neq j  \end{cases}
q_733	A.366	4075442	body	1\le i\le n
q_734	A.366	4075442	body	1\le j\le n
q_735	A.366	4075442	body	(1)
q_736	A.366	4075442	body	c_1e_1+...+c_ne_n=0\implies c_1f(e_1)+...+c_nf(e_n)=0
q_737	A.367	4072665	title	d(x,M)=\frac{|\langle f,x \rangle|}{||f||}
q_738	A.367	4072665	body	\ |\langle f,x-m|\rangle \leq ||f|| ||x-m|| \Rightarrow \frac{|\langle f,x\rangle|}{||f||} \leq ||x-m||. 
q_739	A.367	4072665	body	 \frac{|\langle f,x\rangle|}{||f||} \leq \inf_{m\in M}||x-m|| =d(x,M). 
q_740	A.367	4072665	body	d(x,M)\leq \frac{|\langle f,x\rangle|}{||f||} 
q_741	A.367	4072665	body	E
q_742	A.367	4072665	body	f\in E^*
q_743	A.367	4072665	body	M=\{x\in E\,:\, f(x)=0\}
q_744	A.367	4072665	body	M^\perp
q_745	A.367	4072665	body	d(x,M)=\frac{|\langle f,x\rangle|}{||f||}
q_746	A.367	4072665	body	f\in E^*
q_747	A.367	4072665	body	x\in E
q_748	A.367	4072665	body	m\in M
q_749	A.368	4067931	title	\mathcal O(1/x)
q_750	A.368	4067931	body	 \sum_{n\geq1}\frac{1}{n^2}=\sum_{n\leq x}\frac1{n^2}+\mathcal O(1/x). 
q_751	A.368	4067931	body	 \sum_{n=x}^\infty\frac1{n^2}\leq\sum_{n=1}^\infty\frac1{n^2}=\frac{\pi^2}{6}=\frac{C}{x}, 
q_752	A.368	4067931	body	 \sum_{n\geq1}\frac1{n^2}=\sum_{n\leq x}\frac{1}{n^2}+\sum_{n=x}^\infty\frac{1}{n^2}\leq\sum_{n\leq x}\frac{1}{n^2}+C/x=\sum_{n\leq x}\frac{1}{n^2}+\mathcal O(1/x). 
q_753	A.368	4067931	body	x\to\infty
q_754	A.368	4067931	body	x
q_755	A.368	4067931	body	C=\pi^2x/6
q_756	A.368	4067931	body	x
q_757	A.369	4065814	body	J_n=\int_{-\pi}^\pi \frac{\sin{(nx)}}{(1+2^n) \sin{x}}\,\mathrm{d}x\:?
q_758	A.369	4065814	body	I_n+iJ_n
q_759	A.369	4065814	body	I_n=\int_{-\pi}^\pi \frac{\cos{(nx)}}{(1+2^n) \sin{x}} dx
q_760	A.370	4062051	body	s(x) = \sum\limits_{j=1}^n c_j\chi_{A_j}(x)
q_761	A.370	4062051	body	A_j
q_762	A.370	4062051	body	\int sd\mu = \sum\limits_{i=j}^n c_j \mu(A_j)
q_763	A.370	4062051	body	f\ge 0
q_764	A.370	4062051	body	\int fd\mu = \sup\{\int sd\mu
q_765	A.370	4062051	body	0\le s\le f\}
q_766	A.370	4062051	body	s(x)=\sum\limits_{j=1}^nc_i\chi_{I_j}(x)
q_767	A.370	4062051	body	I_j
q_768	A.370	4062051	body	(a,b), (a,b], [a,b), [a,b])
q_769	A.371	4058673	title	|f(x)g(x)|=||fg||
q_770	A.371	4058673	body	||fg||\le||f||\space||g||
q_771	A.371	4058673	body	f,g:[0,1]\to \Bbb{R}
q_772	A.371	4058673	body	|f(x)| \le\max|f(x)|=
q_773	A.371	4058673	body	f
q_774	A.371	4058673	body	||f||
q_775	A.371	4058673	body	\forall x\in[0,1]
q_776	A.371	4058673	body	|f(x)||g(x)| =|f(x)g(x)|\le \max |f(x)|g(x)=||f|| \space\space |g|\le \max|f(x)|\space \max|g(x)|=|f||\space\space||g||
q_777	A.371	4058673	body	|f(x)g(x)|\le||f||\space\space||g||
q_778	A.371	4058673	body	||fg||\le||f||\space||g||
q_779	A.371	4058673	body	|f(x) g(x)|=||fg||
q_780	A.371	4058673	body	|f(x)g(x)| \le\max|f(x)g(x)|=\max|f(x)| \space \max|g(x)|
q_781	A.371	4058673	body	|f(x) g(x)|=||fg||
q_782	A.371	4058673	body	||fg||\le||f||\space||g||
q_783	A.372	4057514	title	\mathbb{Z}\left[\sqrt{d}\right]
q_784	A.372	4057514	title	\mathcal{O}_{\mathbb{Q}\left[\sqrt{d}\right]}
q_785	A.372	4057514	body	\mathbb{Z}
q_786	A.372	4057514	body	\mathbb{Z}[i]
q_787	A.372	4057514	body	\mathbb{Z}\left[\sqrt{-1}\right]
q_788	A.372	4057514	body	\mathbb{Z}[i]
q_789	A.372	4057514	body	x^2 - dy^2 = 1
q_790	A.372	4057514	body	\mathbb{Z}\left[\sqrt{d}\right]
q_791	A.372	4057514	body	\mathcal{O}_{\mathbb{Q}\left[\sqrt{d}\right]}
q_792	A.372	4057514	body	d = 5
q_793	A.372	4057514	body	\mathcal{O}_{\mathbb{Q}\left[\sqrt{5}\right]} = \mathbb{Z}\left[\frac{1 + \sqrt{5}}{2}\right]
q_794	A.372	4057514	body	\mathbb{Z}\left[\sqrt{5}\right]
q_795	A.372	4057514	body	\mathbb{Z}\left[\sqrt{d}\right]
q_796	A.373	4056304	title	\sqrt n
q_797	A.373	4056304	title	n
q_798	A.373	4056304	body	\sqrt n
q_799	A.373	4056304	body	n
q_800	A.373	4056304	body	\sqrt n
q_801	A.373	4056304	body	n
q_802	A.373	4056304	body	\sqrt n = {a\over b}
q_803	A.373	4056304	body	gcd(a,b)=1
q_804	A.373	4056304	body	a
q_805	A.373	4056304	body	b
q_806	A.373	4056304	body	gcd(a,b)=1
q_807	A.374	4050738	title	P(x)
q_808	A.374	4050738	title	P(x)|P(x^2)
q_809	A.374	4050738	body	P(x)
q_810	A.374	4050738	body	P(x)|P(x^2)
q_811	A.374	4050738	body	P(x)=x, x^2
q_812	A.374	4050738	body	P(x)=x^2+x+1, x^2, x^2-1, x^2-x, x^2-2x+1
q_813	A.375	4049923	body	x^2 + 7 = 2^n
q_814	A.376	4049589	body	\lim\limits_{n\to\infty}\dfrac{\sqrt1+\sqrt2+\sqrt3+\ldots+\sqrt n}{n\sqrt n}
q_815	A.377	4049168	title	\mathbb{R}^{n+1}-\mathbb{R}^n
q_816	A.377	4049168	body	\mathbb{R}^{n+1}-\mathbb{R}^n=\mathbb{R}^n\times\left(\mathbb{R}-\left\{0\right\}\right)
q_817	A.377	4049168	body	\hat{\mathcal{G}}=\left(\mathbb{R}^{n+1}-\mathbb{R}^n\right)\cap\partial\mathcal{O}_f.
q_818	A.377	4049168	body	\mathcal{O}_f
q_819	A.377	4049168	body	f:\mathbb{R}^n\to\mathbb{R}
q_820	A.377	4049168	body	\mathbb{R}^n
q_821	A.377	4049168	body	f,
q_822	A.377	4049168	body	\mathbf{x}\in\mathbb{R}^n
q_823	A.377	4049168	body	\left\{\mathbf{x},f\left(\mathbf{x}\right)\right\}\in\mathbb{R}^{n+1}
q_824	A.377	4049168	body	\hat{\mathcal{G}}=\partial\mathcal{O}_f-\mathbb{R}^n,
q_825	A.377	4049168	body	\partial\mathcal{O}_f
q_826	A.377	4049168	body	\mathcal{O}_f.
q_827	A.377	4049168	body	\times
q_828	A.377	4049168	body	\mathbb{R}^n
q_829	A.377	4049168	body	\mathbb{R}^{n+1}
q_830	A.377	4049168	body	\mathbb{R}^{n}
q_831	A.377	4049168	body	\mathbb{R}^{n+1}
q_832	A.377	4049168	body	\mathbb{R}^{n}
q_833	A.377	4049168	body	\mathbb{R}^{n+1}.
q_834	A.377	4049168	body	\mathbb{R}^{n+1}-\mathbb{R}^n
q_835	A.378	4049093	body	\left(-3\right)^\frac{2}{2}
q_836	A.378	4049093	body	\sqrt{\left(-3\right)^2}
q_837	A.379	4048733	title	 f: G \to G 
q_838	A.379	4048733	body	G
q_839	A.379	4048733	body	 S 
q_840	A.379	4048733	body	 f: G \to G
q_841	A.379	4048733	body	 (S, \circ) 
q_842	A.379	4048733	body	 (S, \circ) 
q_843	A.379	4048733	body	 x \in 
q_844	A.379	4048733	body	 f_1,f_2 \in S
q_845	A.379	4048733	body	f_2(x) = y \in G
q_846	A.379	4048733	body	 f_1 
q_847	A.379	4048733	body	 f_2(y) = z \in G 
q_848	A.379	4048733	body	 f_2 
q_849	A.379	4048733	body	 f_1(f_2(x)) = f_1(y) = z = f_1 \circ f_2(x),
q_850	A.379	4048733	body	f_1, f_2 \in S \longrightarrow f_1 \circ f_2 \in S.
q_851	A.379	4048733	body	id
q_852	A.379	4048733	body	 \longrightarrow id \in S
q_853	A.379	4048733	body	 f 
q_854	A.379	4048733	body	 \longrightarrow \exists f^{-1}
q_855	A.379	4048733	body	 f^{-1} 
q_856	A.379	4048733	body	 \longrightarrow f^{-1} \in S
q_857	A.379	4048733	body	 | S | = 1
q_858	A.379	4048733	body	 G 
q_859	A.379	4048733	body	 | S | = 1 
q_860	A.379	4048733	body	 f \in S 
q_861	A.379	4048733	body	f^{-1} \in S 
q_862	A.379	4048733	body	 | S | = 1 
q_863	A.379	4048733	body	 f = f^{-1} = id
q_864	A.380	4043338	title	\int_0^\pi f(t) \sin(t)dt =\int_0^\pi f(t) \cos(t)dt = 0
q_865	A.380	4043338	title	f(x)=0
q_866	A.380	4043338	body	f\colon [0,\pi]\to\mathbb{R}
q_867	A.380	4043338	body	\int^{\pi}_{0}f (t) \sin(t)dt =\int^{\pi}_{0} f (t) \cos(t)dt = 0
q_868	A.380	4043338	body	f(x)=0
q_869	A.380	4043338	body	[0,\pi]
q_870	A.380	4043338	body	f(x)>0
q_871	A.381	4032477	title	A_1 \times ... \times A_n
q_872	A.381	4032477	title	A_1, ..., A_n
q_873	A.381	4032477	body	A_1, ..., A_n
q_874	A.381	4032477	body	A := A_1 \times ... \times A_n
q_875	A.381	4032477	body	\mathbb{N}
q_876	A.381	4032477	body	f: A \rightarrow S
q_877	A.381	4032477	body	f: S \rightarrow A
q_878	A.381	4032477	body	S \subset \mathbb{N}
q_879	A.381	4032477	body	A_1, ..., A_n
q_880	A.381	4032477	body	fi: \mathbb{N} \rightarrow A_i
q_881	A.381	4032477	body	i = 1, ..., n
q_882	A.381	4032477	body	g: \mathbb{N} \rightarrow A
q_883	A.382	4030774	title	SS = \{ A_{1}, A_{2}, A_{3},...\}
q_884	A.382	4030774	title	\{ \mathbf{T}, \mathbf{F} \} 
q_885	A.382	4030774	body	SS=\{ A_1,A_2,A_3,\ldots\}
q_886	A.382	4030774	body	V = \{ v \mid v: SS \to \{ \mathbf{T}, \mathbf{F} \} \}
q_887	A.382	4030774	body	V = \{ v \mid v: SS \to \{ \mathbf{T}, \mathbf{F} \} \}
q_888	A.382	4030774	body	v_{1}, v_{2},...
q_889	A.382	4030774	body	n_1, n_2,\ldots
q_890	A.382	4030774	body	v_{m} : SS \to \{ \mathbf{T}, \mathbf{F} \}
q_891	A.382	4030774	body	T, F
q_892	A.382	4030774	body	v_{m}
q_893	A.383	4026325	body	f_a(z):=\frac{z-a}{1-\overline{a}z}
q_894	A.383	4026325	body	|a|<1
q_895	A.383	4026325	body	f_a(e^{it})
q_896	A.383	4026325	body	|f_a(e^{it})|=1
q_897	A.383	4026325	body	f_a(a)=0
q_898	A.384	4022815	body	 f_3(n) = \binom n2
q_899	A.385	4009989	body	\sigma(a)=|a|
q_900	A.385	4009989	body	\sigma(ab)=\sigma(a)\sigma(b)
q_901	A.385	4009989	body	\sigma(f(x))=deg(f(x))
q_902	A.385	4009989	body	\sigma(ab)=\sigma(a)+\sigma(b)
q_903	A.385	4009989	body	R
q_904	A.385	4009989	body	\sigma:R -\{0\}\rightarrow \{0,1,2,3...\}   
q_905	A.385	4009989	body	 
q_906	A.385	4009989	body	a,b \in R
q_907	A.385	4009989	body	q,r \in R
q_908	A.385	4009989	body	b=aq+r
q_909	A.385	4009989	body	r=0
q_910	A.385	4009989	body	\sigma(r)\lt \sigma(a) 
q_911	A.386	4009456	title	\sum _{n=-\infty }^{\infty } e^{-n^2 \pi x}=\frac{1}{\sqrt{x}}\sum _{n=-\infty }^{\infty } e^{-\frac{n^2 \pi }{x}}
q_912	A.386	4009456	body	\sum _{n=-\infty }^{\infty } e^{-n^2 \pi x} = \frac{1}{\sqrt{x}}\sum _{n=-\infty }^{\infty } e^{-\frac{n^2 \pi }{x}}
q_913	A.386	4009456	body	 \begin{aligned} \sum _{n=-\infty }^{\infty } e^{-n^2 \pi x} &= \vartheta_{3}(0,e^{-\pi  x}) \\&= \vartheta_{00}(0,e^{-\pi  x}) \\&= \vartheta(0,e^{-\pi  x}) \end{aligned} 
q_914	A.386	4009456	body	\vartheta(z;\tau) := \sum _{n=-\infty }^{\infty } e^{\pi i n^2 \tau+2 \pi i n z}
q_915	A.386	4009456	body	\vartheta(0,e^{-\pi  x}) = \sum _{n=-\infty }^{\infty } e^{\pi i n^2 e^{-\pi  x}}
q_916	A.386	4009456	body	z = 0
q_917	A.386	4009456	body	\tau = e^{-\pi  x}
q_918	A.387	4006307	title	11
q_919	A.387	4006307	title	5
q_920	A.387	4006307	title	4
q_921	A.387	4006307	body	n\in\mathbb{Z}^{+}
