id	topic_id	thread_id	type	formula
q_262	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""3(6)+4(-1)=14"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mn>3</mn><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mn>6</mn><mo stretchy=""false"">)</mo></mrow></mrow><mo>+</mo><mrow><mn>4</mn><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mo>-</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow></mrow><mo>=</mo><mn>14</mn></mrow></semantics></math>"
q_263	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""3(6-4k)+4(-1+3k)=14(1)"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mn>3</mn><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mn>6</mn><mo>-</mo><mrow><mn>4</mn><mo>⁢</mo><mi>k</mi></mrow></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mo>+</mo><mrow><mn>4</mn><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mrow><mo>-</mo><mn>1</mn></mrow><mo>+</mo><mrow><mn>3</mn><mo>⁢</mo><mi>k</mi></mrow></mrow><mo stretchy=""false"">)</mo></mrow></mrow></mrow><mo>=</mo><mrow><mn>14</mn><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow></mrow></mrow></semantics></math>"
q_264	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k"" class=""ltx_Math"" display=""block""><semantics><mi>k</mi></semantics></math>"
q_265	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k>1/3"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>k</mi><mo>></mo><mrow><mn>1</mn><mo>/</mo><mn>3</mn></mrow></mrow></semantics></math>"
q_266	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k<3/2"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>k</mi><mo><</mo><mrow><mn>3</mn><mo>/</mo><mn>2</mn></mrow></mrow></semantics></math>"
q_267	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k=1"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>k</mi><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_268	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k"" class=""ltx_Math"" display=""block""><semantics><mi>k</mi></semantics></math>"
q_269	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(1)"" class=""ltx_Math"" display=""block""><semantics><mrow><mo stretchy=""false"">(</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow></semantics></math>"
q_270	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a=2,b=2"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>a</mi><mo>=</mo><mn>2</mn></mrow><mo>,</mo><mrow><mi>b</mi><mo>=</mo><mn>2</mn></mrow></mrow></semantics></math>"
q_271	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(a,b)=(4,-1)"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mo stretchy=""false"">(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo stretchy=""false"">)</mo></mrow><mo>=</mo><mrow><mo stretchy=""false"">(</mo><mn>4</mn><mo>,</mo><mrow><mo>-</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow></semantics></math>"
q_272	A.321	4183619	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2"" class=""ltx_Math"" display=""block""><semantics><mn>2</mn></semantics></math>"
q_273	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a_{n}=\frac{n(n+1)}{2}"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>a</mi><mi>n</mi></msub><mo>=</mo><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>2</mn></mfrac></mrow></semantics></math>"
q_274	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b_{n}=\sum_{x=1}^{n}a_{x}"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>b</mi><mi>n</mi></msub><mo>=</mo><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>x</mi><mo>=</mo><mn>1</mn></mrow><mi>n</mi></munderover><msub><mi>a</mi><mi>x</mi></msub></mrow></mrow></semantics></math>"
q_275	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}=\sum_{x=1}^{n}b_{x}"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mi>n</mi></msub><mo>=</mo><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>x</mi><mo>=</mo><mn>1</mn></mrow><mi>n</mi></munderover><msub><mi>b</mi><mi>x</mi></msub></mrow></mrow></semantics></math>"
q_276	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)}{2}"" class=""ltx_Math"" display=""block""><semantics><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>2</mn></mfrac></semantics></math>"
q_277	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""1,3,6,10,15..."" class=""ltx_Math"" display=""block""><semantics><mrow><mn>1</mn><mo>,</mo><mn>3</mn><mo>,</mo><mn>6</mn><mo>,</mo><mn>10</mn><mo>,</mo><mrow><mn>15</mn><mo>⁢</mo><mi mathvariant=""normal"">…</mi></mrow></mrow></semantics></math>"
q_278	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}"" class=""ltx_Math"" display=""block""><semantics><msub><mi>c</mi><mi>n</mi></msub></semantics></math>"
q_279	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b_{n}=\frac{n(n+1)(n+2)}{6}"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>b</mi><mi>n</mi></msub><mo>=</mo><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>6</mn></mfrac></mrow></semantics></math>"
q_280	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a_{n}"" class=""ltx_Math"" display=""block""><semantics><msub><mi>a</mi><mi>n</mi></msub></semantics></math>"
q_281	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b_{n}"" class=""ltx_Math"" display=""block""><semantics><msub><mi>b</mi><mi>n</mi></msub></semantics></math>"
q_282	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}"" class=""ltx_Math"" display=""block""><semantics><msub><mi>c</mi><mi>n</mi></msub></semantics></math>"
q_283	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{24}"" class=""ltx_Math"" display=""block""><semantics><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>24</mn></mfrac></semantics></math>"
q_284	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{12}"" class=""ltx_Math"" display=""block""><semantics><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>12</mn></mfrac></semantics></math>"
q_285	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n=1"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_286	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}=1"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mi>n</mi></msub><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_287	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{24}=1"" class=""ltx_Math"" display=""block""><semantics><mrow><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>24</mn></mfrac><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_288	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{12}=2"" class=""ltx_Math"" display=""block""><semantics><mrow><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>12</mn></mfrac><mo>=</mo><mn>2</mn></mrow></semantics></math>"
q_289	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n=2"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>=</mo><mn>2</mn></mrow></semantics></math>"
q_290	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}=1+4=5"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mi>n</mi></msub><mo>=</mo><mrow><mn>1</mn><mo>+</mo><mn>4</mn></mrow><mo>=</mo><mn>5</mn></mrow></semantics></math>"
q_291	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{24}=5"" class=""ltx_Math"" display=""block""><semantics><mrow><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>24</mn></mfrac><mo>=</mo><mn>5</mn></mrow></semantics></math>"
q_292	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n=3"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>=</mo><mn>3</mn></mrow></semantics></math>"
q_293	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{n}=1+4+10=15"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mi>n</mi></msub><mo>=</mo><mrow><mn>1</mn><mo>+</mo><mn>4</mn><mo>+</mo><mn>10</mn></mrow><mo>=</mo><mn>15</mn></mrow></semantics></math>"
q_294	A.322	4182890	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{n(n+1)(n+2)(n+3)}{24}=\frac{360}{24}=15"" class=""ltx_Math"" display=""block""><semantics><mrow><mfrac><mrow><mi>n</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>2</mn></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>+</mo><mn>3</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mn>24</mn></mfrac><mo>=</mo><mfrac><mn>360</mn><mn>24</mn></mfrac><mo>=</mo><mn>15</mn></mrow></semantics></math>"
q_295	A.323	4181152	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\overline{x^{2}-x}"" class=""ltx_Math"" display=""block""><semantics><mover accent=""true""><mrow><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mi>x</mi></mrow><mo>¯</mo></mover></semantics></math>"
q_296	A.323	4181152	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(\mathbb{R}[x]/(x^{4}+1))^{*}"" class=""ltx_Math"" display=""block""><semantics><msup><mrow><mo stretchy=""false"">(</mo><mrow><mrow><mi>ℝ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">[</mo><mi>x</mi><mo stretchy=""false"">]</mo></mrow></mrow><mo>/</mo><mrow><mo stretchy=""false"">(</mo><mrow><msup><mi>x</mi><mn>4</mn></msup><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mo stretchy=""false"">)</mo></mrow><mo>*</mo></msup></semantics></math>"
q_297	A.323	4181152	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\overline{x^{2}-x}"" class=""ltx_Math"" display=""block""><semantics><mover accent=""true""><mrow><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mi>x</mi></mrow><mo>¯</mo></mover></semantics></math>"
q_298	A.323	4181152	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(\mathbb{R}[x]/(x^{4}+1))^{*}"" class=""ltx_Math"" display=""block""><semantics><msup><mrow><mo stretchy=""false"">(</mo><mrow><mrow><mi>ℝ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">[</mo><mi>x</mi><mo stretchy=""false"">]</mo></mrow></mrow><mo>/</mo><mrow><mo stretchy=""false"">(</mo><mrow><msup><mi>x</mi><mn>4</mn></msup><mo>+</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mo stretchy=""false"">)</mo></mrow><mo>*</mo></msup></semantics></math>"
q_299	A.324	4180416	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{n=1}^{\infty}\sum_{m=1}^{\infty}\frac{1}{{n^{2}+m^{2}}}."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>n</mi><mo>=</mo><mn>1</mn></mrow><mi mathvariant=""normal"">∞</mi></munderover><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>m</mi><mo>=</mo><mn>1</mn></mrow><mi mathvariant=""normal"">∞</mi></munderover><mfrac><mn>1</mn><mrow><msup><mi>n</mi><mn>2</mn></msup><mo>+</mo><msup><mi>m</mi><mn>2</mn></msup></mrow></mfrac></mrow></mrow><mo>.</mo></mrow></semantics></math>"
q_300	A.324	4180416	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{m=1}^{\infty}\frac{1}{x^{2}+m^{2}}=\frac{1}{2x}\left[\pi\coth{\pi x}-% \frac{1}{x}\right]."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>m</mi><mo>=</mo><mn>1</mn></mrow><mi mathvariant=""normal"">∞</mi></munderover><mfrac><mn>1</mn><mrow><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><msup><mi>m</mi><mn>2</mn></msup></mrow></mfrac></mrow><mo>=</mo><mrow><mfrac><mn>1</mn><mrow><mn>2</mn><mo>⁢</mo><mi>x</mi></mrow></mfrac><mo>⁢</mo><mrow><mo>[</mo><mrow><mrow><mi>π</mi><mo>⁢</mo><mrow><mi>coth</mi><mo>⁡</mo><mrow><mi>π</mi><mo>⁢</mo><mi>x</mi></mrow></mrow></mrow><mo>-</mo><mfrac><mn>1</mn><mi>x</mi></mfrac></mrow><mo>]</mo></mrow></mrow></mrow><mo>.</mo></mrow></semantics></math>"
q_301	A.324	4180416	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{n=1}^{\infty}\frac{1}{2n}\left[\pi\coth{\pi n}-\frac{1}{n}\right]."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>n</mi><mo>=</mo><mn>1</mn></mrow><mi mathvariant=""normal"">∞</mi></munderover><mrow><mfrac><mn>1</mn><mrow><mn>2</mn><mo>⁢</mo><mi>n</mi></mrow></mfrac><mo>⁢</mo><mrow><mo>[</mo><mrow><mrow><mi>π</mi><mo>⁢</mo><mrow><mi>coth</mi><mo>⁡</mo><mrow><mi>π</mi><mo>⁢</mo><mi>n</mi></mrow></mrow></mrow><mo>-</mo><mfrac><mn>1</mn><mi>n</mi></mfrac></mrow><mo>]</mo></mrow></mrow></mrow><mo>.</mo></mrow></semantics></math>"
q_302	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""m"" class=""ltx_Math"" display=""block""><semantics><mi>m</mi></semantics></math>"
q_303	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n!+2,n!+3,...,n!+n"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>2</mn></mrow><mo>,</mo><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>3</mn></mrow><mo>,</mo><mi mathvariant=""normal"">…</mi><mo>,</mo><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mi>n</mi></mrow></mrow></semantics></math>"
q_304	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n!+2"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>2</mn></mrow></semantics></math>"
q_305	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2"" class=""ltx_Math"" display=""block""><semantics><mn>2</mn></semantics></math>"
q_306	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n!+3"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>3</mn></mrow></semantics></math>"
q_307	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""3"" class=""ltx_Math"" display=""block""><semantics><mn>3</mn></semantics></math>"
q_308	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""m"" class=""ltx_Math"" display=""block""><semantics><mi>m</mi></semantics></math>"
q_309	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n-1"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>-</mo><mn>1</mn></mrow></semantics></math>"
q_310	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n!+2,n!+3,...,n!+n"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>2</mn></mrow><mo>,</mo><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mn>3</mn></mrow><mo>,</mo><mi mathvariant=""normal"">…</mi><mo>,</mo><mrow><mrow><mi>n</mi><mo>!</mo></mrow><mo>+</mo><mi>n</mi></mrow></mrow></semantics></math>"
q_311	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(n-1)"" class=""ltx_Math"" display=""block""><semantics><mrow><mo stretchy=""false"">(</mo><mrow><mi>n</mi><mo>-</mo><mn>1</mn></mrow><mo stretchy=""false"">)</mo></mrow></semantics></math>"
q_312	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""4!+2,4!+3,4!+4"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mn>4</mn><mo>!</mo></mrow><mo>+</mo><mn>2</mn></mrow><mo>,</mo><mrow><mrow><mn>4</mn><mo>!</mo></mrow><mo>+</mo><mn>3</mn></mrow><mo>,</mo><mrow><mrow><mn>4</mn><mo>!</mo></mrow><mo>+</mo><mn>4</mn></mrow></mrow></semantics></math>"
q_313	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""→"" class=""ltx_Math"" display=""block""><semantics><mi mathvariant=""normal"">→</mi></semantics></math>"
q_314	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""26,27,28"" class=""ltx_Math"" display=""block""><semantics><mrow><mn>26</mn><mo>,</mo><mn>27</mn><mo>,</mo><mn>28</mn></mrow></semantics></math>"
q_315	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""8,9,10"" class=""ltx_Math"" display=""block""><semantics><mrow><mn>8</mn><mo>,</mo><mn>9</mn><mo>,</mo><mn>10</mn></mrow></semantics></math>"
q_316	A.325	4180188	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""14,15,16."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mn>14</mn><mo>,</mo><mn>15</mn><mo>,</mo><mn>16</mn></mrow><mo>.</mo></mrow></semantics></math>"
q_317	A.326	4179813	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""P"" class=""ltx_Math"" display=""block""><semantics><mi>P</mi></semantics></math>"
q_318	A.326	4179813	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""F=P\oplus T"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>F</mi><mo>=</mo><mrow><mi>P</mi><mo>⊕</mo><mi>T</mi></mrow></mrow></semantics></math>"
q_319	A.326	4179813	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""T"" class=""ltx_Math"" display=""block""><semantics><mi>T</mi></semantics></math>"
q_320	A.327	4177181	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A=\frac{1}{2}\begin{vmatrix}1&1&1\\ x_{1}&x_{2}&x_{3}\\ y_{1}&y_{2}&y_{3}\\ \end{vmatrix}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>A</mi><mo>=</mo><mrow><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><mrow><mo>|</mo><mtable columnspacing=""5pt"" displaystyle=""true"" rowspacing=""0pt""><mtr><mtd columnalign=""center""><mn>1</mn></mtd><mtd columnalign=""center""><mn>1</mn></mtd><mtd columnalign=""center""><mn>1</mn></mtd></mtr><mtr><mtd columnalign=""center""><msub><mi>x</mi><mn>1</mn></msub></mtd><mtd columnalign=""center""><msub><mi>x</mi><mn>2</mn></msub></mtd><mtd columnalign=""center""><msub><mi>x</mi><mn>3</mn></msub></mtd></mtr><mtr><mtd columnalign=""center""><msub><mi>y</mi><mn>1</mn></msub></mtd><mtd columnalign=""center""><msub><mi>y</mi><mn>2</mn></msub></mtd><mtd columnalign=""center""><msub><mi>y</mi><mn>3</mn></msub></mtd></mtr></mtable><mo>|</mo></mrow></mrow></mrow></semantics></math>"
q_321	A.327	4177181	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A=\frac{1}{2}\begin{vmatrix}1&1&1\\ x&y&z\\ x^{2}&y^{2}&z^{2}\\ \end{vmatrix}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>A</mi><mo>=</mo><mrow><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><mrow><mo>|</mo><mtable columnspacing=""5pt"" displaystyle=""true"" rowspacing=""0pt""><mtr><mtd columnalign=""center""><mn>1</mn></mtd><mtd columnalign=""center""><mn>1</mn></mtd><mtd columnalign=""center""><mn>1</mn></mtd></mtr><mtr><mtd columnalign=""center""><mi>x</mi></mtd><mtd columnalign=""center""><mi>y</mi></mtd><mtd columnalign=""center""><mi>z</mi></mtd></mtr><mtr><mtd columnalign=""center""><msup><mi>x</mi><mn>2</mn></msup></mtd><mtd columnalign=""center""><msup><mi>y</mi><mn>2</mn></msup></mtd><mtd columnalign=""center""><msup><mi>z</mi><mn>2</mn></msup></mtd></mtr></mtable><mo>|</mo></mrow></mrow></mrow></semantics></math>"
q_322	A.327	4177181	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{1}{3}bh=\frac{1}{3}\times\frac{1}{2}(x-y)(y-z)(z-x)\times 1"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mfrac><mn>1</mn><mn>3</mn></mfrac><mo>⁢</mo><mi>b</mi><mo>⁢</mo><mi>h</mi></mrow><mo>=</mo><mrow><mrow><mrow><mfrac><mn>1</mn><mn>3</mn></mfrac><mo>×</mo><mfrac><mn>1</mn><mn>2</mn></mfrac></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>x</mi><mo>-</mo><mi>y</mi></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>y</mi><mo>-</mo><mi>z</mi></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mrow><mi>z</mi><mo>-</mo><mi>x</mi></mrow><mo stretchy=""false"">)</mo></mrow></mrow><mo>×</mo><mn>1</mn></mrow></mrow></semantics></math>"
