id	topic_id	thread_id	type	formula
q_466	A.249	3918415	question	 (G, * , e) 
q_467	A.249	3918415	question	*
q_468	A.249	3918415	question	 g*g = e
q_469	A.249	3918415	question	g \in G 
q_470	A.250	3727953	title	(a_1a_2\ldots a_n)^{\frac{1}{n}}\leq \frac{\sum_{i=1}^{n}a_i}{n}
q_471	A.250	3727953	question	(a_1a_2\ldots a_n)^{\frac{1}{n}}\leq \frac{\sum_{i=1}^{n}a_i}{n}
q_472	A.250	3727953	question	a_i
q_473	A.250	3727953	question	n=2
q_474	A.250	3727953	question	\sqrt{ab}\leq \frac{a+b}{2}
q_475	A.250	3727953	question	4ab\leq a^2 +2ab + b^2
q_476	A.250	3727953	question	0\leq(a-b)^2
q_477	A.250	3727953	question	n
q_478	A.250	3727953	question	n+1
q_479	A.251	3875006	title	(k+1)^{\frac{1}{k+1}} < k^{\frac{1}{k}} (k >= 3)
q_480	A.251	3875006	question	(k+2)^{\frac{1}{k+2}} < ... < (k + 1)^{\frac{1}{k+1}}
q_481	A.251	3875006	question	(k+1)^{\frac{1}{k+1}} < k^{\frac{1}{k}}
q_482	A.252	3513089	title	\pi^2 /~6
q_483	A.252	3513089	question	\frac 16 \pi^2
q_484	A.252	3513089	question	\zeta(2)=\frac1{1^2}+\frac1{2^2}+\frac1{3^2}+\cdots = \frac{\pi^2}{6}.
q_485	A.252	3513089	question	\zeta(2)
q_486	A.252	3513089	question	\frac 16 \pi^2
q_487	A.252	3513089	question	c\pi
q_488	A.252	3513089	question	c\pi^2
q_489	A.252	3513089	question	c \in \mathbb{Q}
q_490	A.252	3513089	question	c\pi^2
q_491	A.252	3513089	question	\frac 16 \pi^2
q_492	A.252	3513089	question	\sum \frac{\pi^2}{6\cdot2^n} = \frac 16 \pi^2
q_493	A.252	3513089	question	\frac 16\pi^2
q_494	A.252	3513089	question	\frac 16 \pi^2
q_495	A.252	3513089	question	)
q_496	A.253	3695843	question	\int_{-\infty}^{\infty} \frac{\cos bx - \cos ax}{x^2} dx = \pi (a-b)
q_497	A.254	3919232	question	 I=\int_0^\pi \frac{x \ dx}{1-sinx \ cosx} 
q_498	A.255	3586367	title	e^{-\frac{u^2}{2}}
q_499	A.255	3586367	question	\propto
q_500	A.255	3586367	question	f_{X,Y}(x,y) \propto \exp\left(13xy - 94x^2 - \frac{1}{2}y^2\right)
q_501	A.255	3586367	question	 -\infty< x <\infty, -\infty< y <\infty
q_502	A.255	3586367	question	f_X(x)
q_503	A.255	3586367	question	\begin{align*} f_X(x) &\propto \int_{-\infty}^\infty e^{13xy - 94x^2 - \frac{1}{2}y^2}{\rm d}y\\ &\propto \int_{-\infty}^\infty e^{-\frac{1}{2}(y - 13x)^2 - \frac{19x^2}{2}}{\rm d}y\\ &\propto \frac{1}{e^{\frac{19x^2}{2}}} \int_{-\infty}^\infty e^{-\frac{u^2}{2}}{\rm d}u \end{align*}
q_504	A.255	3586367	question	 u = (y - 13x)^2 
q_505	A.255	3586367	question	 f_Y(y) \propto \frac{1}{e^{\frac{19x^2}{376}}} \int_{-\infty}^\infty e^{-u^2}{\rm d}u 
q_506	A.255	3586367	question	 u = \sqrt{94}x - \frac{13y}{2\sqrt{94}} 
q_507	A.256	3510232	question	 f(x) =\frac{x^2-1}{x-1} 
q_508	A.256	3510232	question	 \lim_{x\to1}\frac{x^2-1}{x-1} 
q_509	A.256	3510232	question	 f(x) = \frac{x^2-1}{x-1} 
q_510	A.256	3510232	question	 f(x) = {x+1} 
q_511	A.257	3530539	question	\lim_{x \rightarrow k}\ c(f(x)+g(x)) = c \lim_{x \rightarrow k} f(x) + c\ \lim_{x \rightarrow k} g(x),
q_512	A.257	3530539	question	\lim_{x \rightarrow k} (fg)(x) = \lim_{x \rightarrow k} f(x)g(x), 
q_513	A.258	3580418	title	\lim_{x \to \infty} \frac{x^k}{e^x}=0
q_514	A.258	3580418	question	\lim_{h \to 0} \frac{e^{-\frac{1}{h^2}}}{h}
q_515	A.258	3580418	question	f(x) = \begin{cases} e^{-1/x^2} & \text{ if } x \ne 0 \\ 0 & \text{ if } x = 0 \end{cases}
q_516	A.258	3580418	question	\lim_{h \to 0} \frac{e^{-\frac{1}{h^2}}}{h}=\lim_{x \to \infty} \frac{x}{e^{x^2}}=\lim_{x \to -\infty} \frac{x}{e^{x^2}}
q_517	A.258	3580418	question	k
q_518	A.258	3580418	question	\lim_{x \to \infty} \frac{x^k}{e^x}
q_519	A.258	3580418	question	\epsilon-\delta
q_520	A.258	3580418	question	M
q_521	A.258	3580418	question	M<x
q_522	A.258	3580418	question	x^k<\epsilon e^x
q_523	A.258	3580418	question	e^x>x+1
q_524	A.258	3580418	question	x>0
q_525	A.258	3580418	question	k<1
q_526	A.259	3636306	title	n^c
q_527	A.259	3636306	title	2^n
q_528	A.259	3636306	question	c
q_529	A.259	3636306	question	2^n = n^c
q_530	A.259	3636306	question	\lim_{n \rightarrow \infty} \frac{2^n}{n^c} = 0
q_531	A.259	3636306	question	2^n
q_532	A.259	3636306	question	c
q_533	A.259	3636306	question	n
q_534	A.260	3889046	question	\lim_{(x,y)\rightarrow (0,0)}\frac{xy^{2}}{x^{4}+y^{2}}
q_535	A.260	3889046	question	lim_{r\rightarrow 0}\frac{r\cos(\theta)\sin^{2}(\theta)}{r^{2}\cos^{4}(\theta)+\sin^{2}(\theta)}
q_536	A.260	3889046	question	\sin(\theta)\neq 0
q_537	A.260	3889046	question	0
q_538	A.260	3889046	question	\theta=0
q_539	A.260	3889046	question	\theta = \pi
q_540	A.261	3513362	title	\det(T_n)=\sum_{k=0}^{n}\alpha^{n-k}\beta^k
q_541	A.261	3513362	question	T_n\in M(n\times n,\mathbb{F})
q_542	A.261	3513362	question	\mathbb{F}
q_543	A.261	3513362	question	T_n=(t_{ij})
q_544	A.261	3513362	question	t_{ij}= \begin{cases}        \alpha\beta &  1\leq i\leq n-1,\;j=i+1 \\       \alpha+\beta & 1\leq i\leq n,\; j=i \\       1 & 2\leq i\leq n,\; j=i-1 \\       0 &\textrm{otherwise}    \end{cases}
q_545	A.261	3513362	question	\det(T_n)=\sum_{k=0}^{n}\alpha^{n-k}\beta^k
q_546	A.262	3842841	question	a
q_547	A.262	3842841	question	a
q_548	A.262	3842841	question	a^+
q_549	A.262	3842841	question	a^+ = \text{if } a\geq 0 \text{ then a else } 0
q_550	A.262	3842841	question	a
q_551	A.262	3842841	question	a^-
q_552	A.262	3842841	question	a^- = \text{if } a\geq 0 \text{ then 0 else } -a
q_553	A.262	3842841	question	a^+
q_554	A.262	3842841	question	a^-
q_555	A.262	3842841	question	 a = a^+ - a^-
q_556	A.262	3842841	question	a
q_557	A.263	3930526	question	100\%
q_558	A.263	3930526	question	(a\land (a\to b))\to b
q_559	A.263	3930526	question	{a\to b,\text{ } a \over b}?
q_560	A.264	3824988	question	a^b)\%p
q_561	A.264	3824988	question	a^{(b\%p)})\%p
q_562	A.265	3585571	title	(a/b)^2
q_563	A.265	3585571	question	a
q_564	A.265	3585571	question	b
q_565	A.265	3585571	question	2
q_566	A.265	3585571	question	(a/b)^2
q_567	A.265	3585571	question	(a/b)^2
q_568	A.265	3585571	question	a/b
q_569	A.265	3585571	question	a=bk
q_570	A.265	3585571	question	k
q_571	A.265	3585571	question	b
q_572	A.265	3585571	question	a
q_573	A.265	3585571	question	a,b
q_574	A.265	3585571	question	b
q_575	A.265	3585571	question	1
q_576	A.266	3740683	question	4\frac{2}{3}
q_577	A.266	3740683	question	4
q_578	A.266	3740683	question	4+\frac{2}{3}
q_579	A.266	3740683	question	\frac{8}{3}
q_580	A.266	3740683	question	\leq
q_581	A.266	3740683	question	\frac{14}{3} \rightarrow 4 \frac{2}{3} \rightarrow \frac{8}{3} \rightarrow 2 \frac{2}{3} \rightarrow \frac{4}{3} \rightarrow 1\frac{1}{3}\rightarrow \frac{1}{3}.
q_582	A.266	3740683	question	(p,q)\in\mathbb{N}\times(\mathbb{N}\setminus\{0\})
q_583	A.266	3740683	question	\frac{p}{q}
q_584	A.266	3740683	question	\frac{p \mod q}{q}
q_585	A.267	3707780	question	\text{minimize } \quad f_0(x)
q_586	A.267	3707780	question	\text{subject to } \quad f_i(x) \leq 0, \quad i = 1, \dots, m
q_587	A.267	3707780	question	\text{minimize } \quad -g(\lambda) = - \inf_x L(x, \lambda)
q_588	A.267	3707780	question	\text{subject to } \quad -\lambda \leq 0
q_589	A.267	3707780	question	L(x,\lambda) = f_0(x) + \sum_{i=1}^m \lambda_i f_i(x)
q_590	A.268	3634072	title	Z\thicksim\text{Poisson}(\lambda)
q_591	A.268	3634072	title	\frac{1}{1+Z}.
q_592	A.268	3634072	question	Z\thicksim\text{Poisson}(\lambda)
q_593	A.268	3634072	question	\dfrac{1}{1+Z}.
q_594	A.268	3634072	question	\begin{align*} E\left[\frac{1}{1+Z}\right]&=\sum_{k=0}^\infty\frac{1}{1+k}\frac{e^{-\lambda}\lambda^k}{k!}=e^{-\lambda}\sum_{k=0}^\infty\frac{\lambda^k}{(k+1)!}=\frac{e^{-\lambda}}{\lambda}\left[\sum_{k=0}^\infty\frac{\lambda^k}{k!}-1\right]\\ &=\frac{e^{-\lambda}}{\lambda}[e^\lambda-1]=\frac{1}{\lambda}-\frac{e^{-\lambda}}{\lambda}, \end{align*}
q_595	A.269	3805766	question	S=\{(b,b)(b,g)(g,g)\}
q_596	A.269	3805766	question	E=\{ (b,b) \}
q_597	A.269	3805766	question	F=\{(b,g),(b,b)\}
q_598	A.269	3805766	question	P(E|F)=\frac{P(E\cap F)}{P(F)}=\frac{1/3}{2/3}=\frac{1}{2}
q_599	A.269	3805766	question	\frac{1}{3}
q_600	A.270	3848638	question	E(n)=\frac{1}{2}(E(n)+1)+\frac{1}{2}(E(n-1))
q_601	A.270	3848638	question	E(n)=E(n-1)+1
q_602	A.271	3756789	title	\limsup_{n\to \infty} \{X_n X_{n+1}>0\}
q_603	A.271	3756789	title	\{X_n\}
q_604	A.271	3756789	question	\{X_n\}
q_605	A.271	3756789	question	\mathbb{E}\, X_n = 0
q_606	A.271	3756789	question	n \geq 1
q_607	A.271	3756789	question	 \limsup_{n\to \infty} \big\{ X_n X_{n+1}> 0 \big\}
q_608	A.271	3756789	question	\begin{align*} \mathbb{P} \big( \limsup_{n\to \infty} \big\{ X_n X_{n+1}> 0 \big\}\big) &= \mathbb{P}\big( X_n X_{n+1} > 0 \,\,\, i.o. \big) \\ &\leq \mathbb{P}\big( \big\{ X_n X_{n+1}> 0 \,\,\, i.o \big\} \cap \big\{ X_{n+1} > 0 \,\,\, i.o\big\} \big)\\ &= \mathbb{P}\big( \big\{ X_n X_{n+1}> 0 \,\,\, i.o \big\}\big) \,\,\mathbb{P}\big( \big\{ X_{n+1} > 0 \,\,\, i.o\big\} \big) \,\,\,\, \text{(by independence)} \end{align*}
q_609	A.272	3528192	title	\sqrt{ab}
q_610	A.272	3528192	title	\sqrt{a}\sqrt{b}
q_611	A.272	3528192	question	\sqrt{ab}
q_612	A.272	3528192	question	\sqrt{a}\sqrt{b}
q_613	A.272	3528192	question	\sqrt{ab}
q_614	A.272	3528192	question	\sqrt{a}\sqrt{b}
q_615	A.272	3528192	question	x^2 = (\sqrt{ab})^2 = ab
q_616	A.272	3528192	question	y^2 = (\sqrt{a}\sqrt{b})^2 = (\sqrt{a}\sqrt{b})(\sqrt{a}\sqrt{b}) = (\sqrt{a})^2(\sqrt{b})^2 = ab
q_617	A.272	3528192	question	\therefore x^2 = y^2
q_618	A.272	3528192	question	x^2-y^2=0
q_619	A.272	3528192	question	(x+y)(x-y)=0
q_620	A.272	3528192	question	\therefore x = y
q_621	A.272	3528192	question	x = -y
q_622	A.272	3528192	question	\therefore y = x
q_623	A.272	3528192	question	y = -x
q_624	A.272	3528192	question	i^2=-1
q_625	A.272	3528192	question	i = \sqrt{-1}
q_626	A.272	3528192	question	1 = \sqrt{(-1)(-1)} = \sqrt{-1}\sqrt{-1} = (i)(i) = i^2 = -1  
q_627	A.272	3528192	question	\sqrt{ab}
q_628	A.272	3528192	question	\sqrt{a}\sqrt{b}
q_629	A.273	3907623	question	x^2
q_630	A.273	3907623	question	 \sqrt[\cfrac{1}{2}]{x}=x^{1/{(\cfrac{1}{2}})} 
q_631	A.273	3907623	question	x^2
q_632	A.273	3907623	question	 \sqrt[\cfrac{1}{a}]{x}=x^{1/{(\cfrac{1}{a}})} =x^a 
q_633	A.273	3907623	question	\sqrt[\cfrac{b}{a}]{x}=x^{1/{(\cfrac{b}{a}})} =x^{\cfrac{a}{b}}
q_634	A.273	3907623	question	\sqrt[\cfrac{2}{3}]{4}=4^{1/{(\cfrac{2}{3}})} =4^{\cfrac{3}{2}}= 8
q_635	A.273	3907623	question	\sqrt[\cfrac{22}{7}]{π}=π^{1/{(\cfrac{22}{7}})} =π^{\cfrac{7}{22}} \approx 1.439
q_636	A.273	3907623	question	\sqrt[\cfrac{1}{2}]{\cfrac{1}{4}}=\cfrac{1}{4}^{1/(\cfrac{2}{1})} =\cfrac{1}{4}^{(\cfrac{2}{1})} =\cfrac{1}{4}^{2} =\cfrac{1}{16} 
q_637	A.274	3501320	title	H
q_638	A.274	3501320	title	H^{s}(\mathbb{R})
q_639	A.274	3501320	question	\delta_{0}
q_640	A.274	3501320	question	H^{s}\left(\mathbf{R}^{n}\right)=\left\{f \in \mathcal{S}^{\prime}\left(\mathbf{R}^{n}\right)\left|\left(1+|\xi|^{2}\right)^{s / 2} \mathcal{F} f \in L^{2}\left(\mathbf{R}^{n}\right)\right\}\right.
q_641	A.274	3501320	question	s<-n / 2
q_642	A.274	3501320	question	H
q_643	A.274	3501320	question	\forall x \in \mathbb{R}, H(x)=\left\{\begin{array}{lll}{0} & {\text { si }} & {x<0} \\ {1} & {\text { si }} & {x \geq 0}\end{array}\right.
q_644	A.274	3501320	question	H^{s}(\mathbb{R})
q_645	A.275	3556571	question	 \lim_{A\rightarrow \infty} \int_0^A \frac{\sin(x)}{x}dx\;=\;\frac{\pi}{2}?
q_646	A.275	3556571	question	x>0
q_647	A.275	3556571	question	x^{-1}\;=\;\int_0^\infty e^{-xt}dt
q_648	A.276	3634998	title	k\in\mathbb{N}
q_649	A.276	3634998	title	a>1
q_650	A.276	3634998	title	\lim_{n\to\infty} \frac{n^k}{a^n}=0
q_651	A.276	3634998	question	n
q_652	A.276	3634998	question	n^k<a^n
q_653	A.276	3634998	question	n>k\log_an
q_654	A.276	3634998	question	N
q_655	A.277	3656344	question	P,S>0
q_656	A.277	3656344	question	\frac{S}{n} \ge \sqrt[n]{P}
q_657	A.277	3656344	question	a_1,\dots,a_n
q_658	A.277	3656344	question	S=\sum a_i,P=\prod a_i
q_659	A.277	3656344	question	\frac{S}{n} \ge \sqrt[n]{P}
q_660	A.277	3656344	question	n=2
q_661	A.277	3656344	question	n>3
q_662	A.278	3788377	title	f(\mathbb Q) \subseteq \mathbb Q
q_663	A.278	3788377	title	f'(\mathbb Q) \not \subseteq \mathbb Q
q_664	A.278	3788377	question	f:\mathbb R \rightarrow \mathbb R
q_665	A.278	3788377	question	f(\mathbb Q) \subseteq \mathbb Q
q_666	A.278	3788377	question	f'(\mathbb Q) \not \subseteq \mathbb Q
q_667	A.278	3788377	question	f(\mathbb Q) \subseteq \mathbb Q
q_668	A.279	3806534	title	\lim_{x\to 0}\left(f(x)+\frac{1}{f(x)}\right)=2,
q_669	A.279	3806534	title	\lim_{x\to 0}f(x)=1
q_670	A.279	3806534	question	f:(-\delta,\delta)\to (0,\infty)
q_671	A.279	3806534	question	\lim_{x\to 0}\left(f(x)+\frac{1}{f(x)}\right)=2.
q_672	A.279	3806534	question	\lim_{x\to 0}f(x)=1
q_673	A.279	3806534	question	h:(-\delta,\delta)\to(-1,\infty)
q_674	A.279	3806534	question	h(x)=f(x)-1, \forall x\in(-\delta,\delta).
q_675	A.279	3806534	question	\lim_{x\to 0}h(x)=0
q_676	A.279	3806534	question	\lim_{x\to 0}\left(f(x)+\frac{1}{f(x)}\right)=2\implies \lim_{x\to 0}\frac{(f(x)-1)^2}{f(x)}=0\implies \lim_{x\to 0}\frac{h^2(x)}{h(x)+1}=0.
q_677	A.279	3806534	question	\lim_{x\to 0} h(x)=0,
q_678	A.279	3806534	question	\begin{cases}h(x)\ge \frac{h^2(x)}{h(x)+1},\text{when }h(x)\ge 0,\\h(x)<\frac{h^2(x)}{h(x)+1},\text{when }h(x)<0.\end{cases}
q_679	A.280	3808684	question	\text{ExecutionTime}(n, k) = \Delta(4k+\frac{2n}{k}-4)
q_680	A.280	3808684	question	\frac{d\,\text{ExecutionTime}(n, k)}{dk}=4\Delta-\frac{2n\Delta}{k^2}=0
q_681	A.280	3808684	question	k= \sqrt{\frac{n}{2}}
q_682	A.280	3808684	question	n
q_683	A.280	3808684	question	k
q_684	A.280	3808684	question	\Delta
q_685	A.280	3808684	question	k
q_686	A.280	3808684	question	n
q_687	A.280	3808684	question	k
q_688	A.280	3808684	question	n
q_689	A.281	3865837	title	n^{\frac{1}{n}} \rightarrow 1
q_690	A.281	3865837	title	n \in \mathbb{N}
q_691	A.281	3865837	question	n^{\frac{1}{n}} \rightarrow 1
q_692	A.281	3865837	question	n \in \mathbb{N}
q_693	A.281	3865837	question	n^{1/n}>1
q_694	A.281	3865837	question	n=(1+k)^n
q_695	A.281	3865837	question	n>1
q_696	A.281	3865837	question	k>0
q_697	A.281	3865837	question	\begin{align} n&=1+nk+\frac{n(n-1)}{2}k^2+....+k^n \geq1+\frac{n(n-1)}{2}k \\ &\Rightarrow n-1 \geq \frac{n(n-1)}{2}k^2 \\ &\Rightarrow k^2 \leq \frac{2}{n} \end{align}
q_698	A.281	3865837	question	n>0
q_699	A.281	3865837	question	\frac{2}{\epsilon^2}<n\Rightarrow \frac{2}{n}<\epsilon^2
q_700	A.281	3865837	question	|n^{\frac{1}{n}}-1|\geq0
q_701	A.281	3865837	question	n^{\frac{1}{n}}-1=k\leq(\frac{2}{n})^{\frac{1}{2}}<\epsilon
q_702	A.281	3865837	question	n^{\frac{1}{n}}\rightarrow1
q_703	A.282	3876723	title	\zeta(2)
q_704	A.282	3876723	question	\sum_{n=1}^{\infty} 1/n^2
q_705	A.282	3876723	question	\pi^2/6
q_706	A.282	3876723	question	\arcsin
q_707	A.283	3565632	title	(x_n)
q_708	A.283	3565632	question	x_1 := a > 0
q_709	A.283	3565632	question	x_{n+1} := x_n + \frac{1}{x_n}
q_710	A.283	3565632	question	n \in \mathbb{N}
q_711	A.283	3565632	question	(x_n)
q_712	A.283	3565632	question	x_1 > 0
q_713	A.283	3565632	question	(x_n)
q_714	A.283	3565632	question	(x_n)
q_715	A.283	3565632	question	\exists M \in \mathbb{R}
q_716	A.283	3565632	question	\begin{align}|x_n| \leq M ~\forall n \in \mathbb{N}\tag{1} \end{align}
q_717	A.283	3565632	question	M
q_718	A.283	3565632	question	(1)
q_719	A.283	3565632	question	\epsilon > 0
q_720	A.283	3565632	question	\begin{align} x_n + \epsilon \leq M \tag{2}\end{align}
q_721	A.283	3565632	question	\epsilon = \frac{1}{x_n}
q_722	A.283	3565632	question	\begin{align} x_{n+1} = x_n + \frac{1}{x_n} \leq M \implies x_n + \epsilon \leq M \tag{3}\end{align}
q_723	A.283	3565632	question	\forall n \in \mathbb{N}
q_724	A.283	3565632	question	(x_n)
q_725	A.283	3565632	question	(x_n)
q_726	A.283	3565632	question	x_n
q_727	A.284	3797454	question	n \in \mathbb{N}
q_728	A.284	3797454	question	\frac{1}{n}
q_729	A.284	3797454	question	\frac{m}{n} = \frac{1}{n} + \frac{1}{n} + ... + \frac{1}{n}
q_730	A.284	3797454	question	m
q_731	A.285	3522780	question	n
q_732	A.285	3522780	question	U_n= n^2+n
q_733	A.285	3522780	question	U_n= 6n^2 -12n + 5
q_734	A.286	3550076	title	\sum a_{k}
q_735	A.286	3550076	title	\lim _{n \rightarrow+\infty} n a_{n}=0
q_736	A.286	3550076	question	a_{n}
q_737	A.286	3550076	question	\sum a_{k}
q_738	A.286	3550076	question	\lim _{n \rightarrow+\infty} n a_{n}=0
q_739	A.286	3550076	question	na_n
q_740	A.287	3624817	title	\sum_{i=1}^n\frac{2i}{2^i}
q_741	A.287	3624817	question	\frac{\sum 2i}{\sum2^i}
q_742	A.287	3624817	question	\sum_{i=1}^n\frac{2i}{2^i}=5n
q_743	A.288	3731454	question	\sum (-1)^n/n
q_744	A.288	3731454	question	\left(1+\frac{1}{2}+\frac{1}{3}\right)-\left(\frac{1}{4}+\frac{1}{5}+\frac{1}{6}\right)+\left(\frac{1}{7}+\frac{1}{8}+\frac{1}{9}\right)-\cdots
q_745	A.288	3731454	question	\sum\frac{\textrm{sgn}(\sin(n))}{n}\quad\textrm{or}\quad\sum\frac{\sin(n)}{n|\sin(n)|}
q_746	A.288	3731454	question	\pi
q_747	A.288	3731454	question	b_n=\textrm{sgn}(\sin(n)).
q_748	A.288	3731454	question	\pi
q_749	A.288	3731454	question	3+1/4
q_750	A.288	3731454	question	B_n
q_751	A.288	3731454	question	b_n
q_752	A.288	3731454	question	\pi
q_753	A.288	3731454	question	|B_n|\leq3
q_754	A.288	3731454	question	n
q_755	A.288	3731454	question	\pi-3
q_756	A.288	3731454	question	1/7
q_757	A.288	3731454	question	B_{312\ 692}=4
q_758	A.288	3731454	question	B_{625\ 381}=5
q_759	A.288	3731454	question	B_{938\ 070}=6
q_760	A.288	3731454	question	B_{166\ 645\ 135}=-7
q_761	A.288	3731454	question	B_{824\ 054\ 044}=8
q_762	A.288	3731454	question	|B_n|
q_763	A.288	3731454	question	9
q_764	A.288	3731454	question	n=1\ 000\ 000\ 000
q_765	A.288	3731454	question	B_{1\ 000\ 000\ 000}=-2
q_766	A.289	3749238	title	x^n+y^n+z^n
q_767	A.289	3749238	question	x+y+z=1
q_768	A.289	3749238	question	x^2+y^2+z^2=2
q_769	A.289	3749238	question	x^3+y^3+z^3=3
q_770	A.289	3749238	question	a_n=x^n+y^n+z^n
q_771	A.289	3749238	question	a_5=6
q_772	A.290	3832496	title	7\times11^{2n+1}-3^{4n-1}
q_773	A.290	3832496	title	10
q_774	A.290	3832496	question	7\times11^{2n+1}-3^{4n-1}
q_775	A.290	3832496	question	10
q_776	A.290	3832496	question	10
q_777	A.290	3832496	question	10
q_778	A.290	3832496	question	10
q_779	A.291	3875640	title	n
q_780	A.291	3875640	question	\sum_{n=1}^\infty \frac{\prod_{k=1}^n(2k)^2}{(2n+2)!}
q_781	A.291	3875640	question	\sum_{n=0}^\infty \frac{\prod_{k=0}^n(2k+1)^2}{(2n+3)!}
q_782	A.291	3875640	question	n
q_783	A.291	3875640	question	\prod_{k=1}^n(2k)^2=4^n(n!)^2
q_784	A.291	3875640	question	\prod_{k=0}^n (2k+1)^2=\frac{((2n+1)!)^2}{4^n(n!)^2}
q_785	A.291	3875640	question	\sum_{n=1}^\infty \frac{\prod_{k=1}^n(2k)^2}{(2n+2)!}=\sum_{n=1}^\infty\frac{4^n(n!)^2}{(2n+2)!}
q_786	A.291	3875640	question	\sum_{n=0}^\infty \frac{\prod_{k=0}^n(2k+1)^2}{(2n+3)!}=\sum_{n=0}^\infty\frac{( (2n+1)!)^2}{4^n(n!)^2(2n+3)!}
q_787	A.291	3875640	question	\sum_{n=1}^\infty \frac{\prod_{k=1}^n(2k)^2}{(2n+2)!}=\frac{2^2}{4!}+\frac{2^24^2}{6!}+\frac{2^24^26^2}{8!}\cdot\cdot\cdot\cdot
q_788	A.291	3875640	question	\sum_{n=0}^\infty \frac{\prod_{k=0}^n(2k+1)^2}{(2n+3)!}=\frac{1^2}{3!}+\frac{1^23^2}{5!}+\frac{1^23^25^2}{7!}+\cdot\cdot\cdot
q_789	A.291	3875640	question	n
q_790	A.292	3886377	title	 \frac{x^n}{n^k}
q_791	A.292	3886377	title	n \to \infty
q_792	A.292	3886377	title	 x > 
q_793	A.292	3886377	title	k = 1, 2,\cdots
q_794	A.292	3886377	question	(n+1)^k \geq 1 + nk
q_795	A.293	3571122	title	\sum_{j=2}^{n-1}j^2
q_796	A.293	3571122	question	\sum_{j=2}^{n-1}j^2
q_797	A.293	3571122	question	\sum_{j=1}^{n-1}j^2 - \sum_{j=1}^{1}j^2
q_798	A.293	3571122	question	\frac{j(j+1)(2j+1)}{6} - j^2
q_799	A.293	3571122	question	n-1
q_800	A.294	3716038	question	\mathscr F
q_801	A.294	3716038	question	\mathscr G^\bullet
q_802	A.294	3716038	question	\mathscr F
q_803	A.294	3716038	question	\mathscr G^\bullet
q_804	A.294	3716038	question	 H^i(X, \mathscr F) \cong \mathbb H^i(X,\mathscr G^\bullet). 
q_805	A.294	3716038	question	\mathscr F^\bullet
q_806	A.294	3716038	question	(\mathscr G^\bullet)^\bullet
q_807	A.295	3559567	question	f(x)=\frac{1}{1-x}
q_808	A.295	3559567	question	\sum_{n=1}^{\infty} n(n+1)x^n
q_809	A.295	3559567	question	\sum_{n=1}^{\infty} \frac{n(n+1)}{3^n}
q_810	A.296	3539880	title	e^x
q_811	A.296	3539880	question	 e^x=\sum_{n=0}^{\infty}\frac{x^n}{n!},x\in \mathbb R, 
q_812	A.296	3539880	question	 e^x=\frac {x^0}{0!}+\frac {x^1}{1!}+\frac {x^2}{2!}+\cdots, 
q_813	A.296	3539880	question	0^0
q_814	A.297	3704776	question	\phi(n)=320
q_815	A.297	3704776	question	\phi
q_816	A.298	3646231	question	\delta(a\chi(z)-b) \rightarrow \delta(z-c)
q_817	A.298	3646231	question	a, b
q_818	A.298	3646231	question	c
q_819	A.298	3646231	question	\chi(z)
q_820	A.298	3646231	question	z
q_821	A.298	3646231	question	\chi(z)=\int{\frac{1}{H(z)}dz}
q_822	A.298	3646231	question	H(z)
q_823	A.298	3646231	question	z
q_824	A.298	3646231	question	H(z)
q_825	A.298	3646231	question	\chi(z)
q_826	A.298	3646231	question	z
q_827	A.298	3646231	question	\Theta (a\chi(z)-b)
q_828	A.298	3646231	question	\frac{d}{d(a\chi(z))}\Theta(a\chi(z)-b)=\delta(a\chi(z)-b)
q_829	A.298	3646231	question	\frac{d}{dz}\Theta(a\chi(z)-b)\frac{dz}{d(a\chi(z))}
q_830	A.298	3646231	question	H(z)
q_831	A.298	3646231	question	\frac{d}{dz}\Theta(a\chi(z)-b)\frac{H(z)}{a}
q_832	A.298	3646231	question	\chi(z)
q_833	A.298	3646231	question	\frac{H(z)}{a}\frac{d}{dz}\Theta(\ a\int_0^z{\frac{1}{H(z')}dz'}-b)
q_834	A.299	3493904	title	\cos \frac{\pi}5-\cos \frac{2 \pi}5=\frac12
q_835	A.299	3493904	title	\cos \frac{ \pi}5
q_836	A.299	3493904	question	\cos \left(\frac{ \pi}{5}\right)
q_837	A.300	3648719	question	f(x)=\frac{1}{1+\ln^2 x}
q_838	A.300	3648719	question	I=(0,\infty)
q_839	A.300	3648719	question	f
q_840	A.300	3648719	question	[0,1]
q_841	A.300	3648719	question	\ln
q_842	A.300	3648719	question	x=0
q_843	A.300	3648719	question	[1,\infty]
