id	topic_id	thread_id	type	slt
q_269	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a,b&amp;gt;0"" display=""block"">   <mrow>     <mi>a</mi>     <mo>,</mo>     <mrow>       <mi>b</mi>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>g</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mn>0</mn>   </mrow> </math> "
q_270	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\uparrow b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↑</mo>     <mi>b</mi>   </mrow> </math> "
q_271	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\align*a\;b&amp;amp;=a\cdot b\\&#10;a\downarrow b&amp;amp;=a+b\\&#10;a\downarrow\downarrow b&amp;amp;=\text{seebelow}\\&#10;\vdots"" display=""block"">   <mrow>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>{align*}</mtext>     </merror>     <mpadded width=""+2.8pt"">       <mi>a</mi>     </mpadded>     <mi>b</mi>     <mi mathvariant=""normal"">&amp;</mi>     <mi>a</mi>     <mi>m</mi>     <mi>p</mi>     <mo>;</mo>     <mo>=</mo>     <mi>a</mi>     <mo>⋅</mo>     <mi>b</mi>     <mi>a</mi>     <mo>↓</mo>     <mi>b</mi>     <mi mathvariant=""normal"">&amp;</mi>     <mi>a</mi>     <mi>m</mi>     <mi>p</mi>     <mo>;</mo>     <mo>=</mo>     <mi>a</mi>     <mo>+</mo>     <mi>b</mi>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>     <mi mathvariant=""normal"">&amp;</mi>     <mi>a</mi>     <mi>m</mi>     <mi>p</mi>     <mo>;</mo>     <mo>=</mo>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>\text</mtext>     </merror>     <mi>s</mi>     <mi>e</mi>     <mi>e</mi>     <mi>b</mi>     <mi>e</mi>     <mi>l</mi>     <mi>o</mi>     <mi>w</mi>     <mi mathvariant=""normal"">⋮</mi>   </mrow> </math> "
q_272	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow\downarrow b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>   </mrow> </math> "
q_273	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\;b"" display=""block"">   <mrow>     <mpadded width=""+2.8pt"">       <mi>a</mi>     </mpadded>     <mo>⁢</mo>     <mi>b</mi>   </mrow> </math> "
q_274	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow^{n}b"" display=""block"">   <mrow>     <mi>a</mi>     <msup>       <mo>↓</mo>       <mi>n</mi>     </msup>     <mi>b</mi>   </mrow> </math> "
q_275	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\geq 3"" display=""block"">   <mrow>     <mi>n</mi>     <mo>≥</mo>     <mn>3</mn>   </mrow> </math> "
q_276	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow b=a+1"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>     <mo>=</mo>     <mi>a</mi>     <mo>+</mo>     <mn>1</mn>   </mrow> </math> "
q_277	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b+1"" display=""block"">   <mrow>     <mi>b</mi>     <mo>+</mo>     <mn>1</mn>   </mrow> </math> "
q_278	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\uparrow^{n}b"" display=""block"">   <mrow>     <mi>a</mi>     <msup>       <mo>↑</mo>       <mi>n</mi>     </msup>     <mi>b</mi>   </mrow> </math> "
q_279	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\leq 0"" display=""block"">   <mrow>     <mi>n</mi>     <mo>≤</mo>     <mn>0</mn>   </mrow> </math> "
q_280	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow b=b+1"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>     <mo>=</mo>     <mi>b</mi>     <mo>+</mo>     <mn>1</mn>   </mrow> </math> "
q_281	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow b=a+b-1"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mi>b</mi>     <mo>=</mo>     <mrow>       <mrow>         <mi>a</mi>         <mo>+</mo>         <mi>b</mi>       </mrow>       <mo>-</mo>       <mn>1</mn>     </mrow>   </mrow> </math> "
q_282	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""4\downarrow 3=4\downarrow\downarrow(4\downarrow\downarrow 4)=4\downarrow%&#10;\downarrow(4+1)=(4+1)+1=6=4+3-1"" display=""block"">   <mrow>     <mn>4</mn>     <mo>↓</mo>     <mn>3</mn>     <mo>=</mo>     <mn>4</mn>     <mo>↓</mo>     <mo>↓</mo>     <mrow>       <mo stretchy=""false"">(</mo>       <mn>4</mn>       <mo>↓</mo>       <mo>↓</mo>       <mn>4</mn>       <mo stretchy=""false"">)</mo>     </mrow>     <mo>=</mo>     <mn>4</mn>     <mo>↓</mo>     <mo>↓</mo>     <mrow>       <mo stretchy=""false"">(</mo>       <mn>4</mn>       <mo>+</mo>       <mn>1</mn>       <mo stretchy=""false"">)</mo>     </mrow>     <mo>=</mo>     <mrow>       <mo stretchy=""false"">(</mo>       <mn>4</mn>       <mo>+</mo>       <mn>1</mn>       <mo stretchy=""false"">)</mo>     </mrow>     <mo>+</mo>     <mn>1</mn>     <mo>=</mo>     <mn>6</mn>     <mo>=</mo>     <mn>4</mn>     <mo>+</mo>     <mn>3</mn>     <mo>-</mo>     <mn>1</mn>   </mrow> </math> "
q_283	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\align*a\downarrow\downarrow b=\cases{b}+1&amp;amp;\text{if}a&amp;lt;b\\&#10;b+2&amp;amp;\text{if}a=b."" display=""block"">   <mrow>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>{align*}</mtext>     </merror>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>     <mo>=</mo>     <mrow>       <mo>{</mo>       <mtable columnspacing=""5pt"" displaystyle=""true"">         <mtr>           <mtd columnalign=""left"">             <mi>b</mi>           </mtd>           <mtd/>         </mtr>       </mtable>     </mrow>     <mo>+</mo>     <mn>1</mn>     <mi mathvariant=""normal"">&amp;</mi>     <mi>a</mi>     <mi>m</mi>     <mi>p</mi>     <mo>;</mo>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>\text</mtext>     </merror>     <mi>i</mi>     <mi>f</mi>     <mi>a</mi>     <mi mathvariant=""normal"">&amp;</mi>     <mi>l</mi>     <mi>t</mi>     <mo>;</mo>     <mi>b</mi>     <mi>b</mi>     <mo>+</mo>     <mn>2</mn>     <mi mathvariant=""normal"">&amp;</mi>     <mi>a</mi>     <mi>m</mi>     <mi>p</mi>     <mo>;</mo>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>\text</mtext>     </merror>     <mi>i</mi>     <mi>f</mi>     <mi>a</mi>     <mo>=</mo>     <mi>b</mi>     <mo>.</mo>   </mrow> </math> "
q_284	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a&amp;gt;b"" display=""block"">   <mrow>     <mrow>       <mi>a</mi>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>g</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>b</mi>   </mrow> </math> "
q_285	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mi>b</mi>   </mrow> </math> "
q_286	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow\downarrow b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>   </mrow> </math> "
q_287	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a&amp;gt;b"" display=""block"">   <mrow>     <mrow>       <mi>a</mi>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>g</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>b</mi>   </mrow> </math> "
q_288	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow b=b+1+\left\lfloor\frac{a}{b}\right\rfloor,"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>     <mo>=</mo>     <mi>b</mi>     <mo>+</mo>     <mn>1</mn>     <mo>+</mo>     <mrow>       <mo>⌊</mo>       <mfrac>         <mi>a</mi>         <mi>b</mi>       </mfrac>       <mo>⌋</mo>     </mrow>     <mo>,</mo>   </mrow> </math> "
q_289	A.34	3194414	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\downarrow\downarrow\downarrow b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>↓</mo>     <mo>↓</mo>     <mo>↓</mo>     <mi>b</mi>   </mrow> </math> "
q_290	A.35	3196128	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int e^{x^{2}}dx"" display=""block"">   <mrow>     <mo largeop=""true"" symmetric=""true"">∫</mo>     <mrow>       <msup>         <mi>e</mi>         <msup>           <mi>x</mi>           <mn>2</mn>         </msup>       </msup>       <mo>⁢</mo>       <mrow>         <mo>𝑑</mo>         <mi>x</mi>       </mrow>     </mrow>   </mrow> </math> "
q_291	A.35	3196128	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\int e^{2x}dx"" display=""block"">   <mrow>     <mo largeop=""true"" symmetric=""true"">∫</mo>     <mrow>       <msup>         <mi>e</mi>         <mrow>           <mn>2</mn>           <mo>⁢</mo>           <mi>x</mi>         </mrow>       </msup>       <mo>⁢</mo>       <mrow>         <mo>𝑑</mo>         <mi>x</mi>       </mrow>     </mrow>   </mrow> </math> "
q_292	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P"" display=""block"">   <mrow>     <mi mathvariant=""normal"">¬</mi>     <mo>⁢</mo>     <mi>P</mi>   </mrow> </math> "
q_293	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""true"" display=""block"">   <mrow>     <mi>t</mi>     <mo>⁢</mo>     <mi>r</mi>     <mo>⁢</mo>     <mi>u</mi>     <mo>⁢</mo>     <mi>e</mi>   </mrow> </math> "
q_294	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P\to A_{1}\to\ ...\ \to A_{n}\to P"" display=""block"">   <mrow>     <mrow>       <mi mathvariant=""normal"">¬</mi>       <mo>⁢</mo>       <mi>P</mi>     </mrow>     <mo>→</mo>     <msub>       <mi>A</mi>       <mn>1</mn>     </msub>     <mo rspace=""7.5pt"">→</mo>     <mpadded width=""+5pt"">       <mi mathvariant=""normal"">…</mi>     </mpadded>     <mo>→</mo>     <msub>       <mi>A</mi>       <mi>n</mi>     </msub>     <mo>→</mo>     <mi>P</mi>   </mrow> </math> "
q_295	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P\to P\iff\lnot(\lnot P)\lor P\iff P"" display=""block"">   <mrow>     <mrow>       <mrow>         <mi mathvariant=""normal"">¬</mi>         <mo>⁢</mo>         <mi>P</mi>       </mrow>       <mo>→</mo>       <mi>P</mi>     </mrow>     <mo>⇔</mo>     <mrow>       <mrow>         <mi mathvariant=""normal"">¬</mi>         <mo>⁡</mo>         <mrow>           <mo stretchy=""false"">(</mo>           <mrow>             <mi mathvariant=""normal"">¬</mi>             <mo>⁢</mo>             <mi>P</mi>           </mrow>           <mo stretchy=""false"">)</mo>         </mrow>       </mrow>       <mo>∨</mo>       <mi>P</mi>     </mrow>     <mo>⇔</mo>     <mi>P</mi>   </mrow> </math> "
q_296	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P"" display=""block"">   <mrow>     <mi mathvariant=""normal"">¬</mi>     <mo>⁢</mo>     <mi>P</mi>   </mrow> </math> "
q_297	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""P"" display=""block"">   <mi>P</mi> </math> "
q_298	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P"" display=""block"">   <mrow>     <mi mathvariant=""normal"">¬</mi>     <mo>⁢</mo>     <mi>P</mi>   </mrow> </math> "
q_299	A.36	3197023	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lnot P"" display=""block"">   <mrow>     <mi mathvariant=""normal"">¬</mi>     <mo>⁢</mo>     <mi>P</mi>   </mrow> </math> "
q_300	A.37	3213320	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f\circ g=g\circ f"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>∘</mo>       <mi>g</mi>     </mrow>     <mo>=</mo>     <mrow>       <mi>g</mi>       <mo>∘</mo>       <mi>f</mi>     </mrow>   </mrow> </math> "
q_301	A.37	3213320	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f^{-1}\neq g"" display=""block"">   <mrow>     <msup>       <mi>f</mi>       <mrow>         <mo>-</mo>         <mn>1</mn>       </mrow>     </msup>     <mo>≠</mo>     <mi>g</mi>   </mrow> </math> "
q_302	A.37	3213320	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f\neq\mathrm{id}\neq g"" display=""block"">   <mrow>     <mi>f</mi>     <mo>≠</mo>     <mi>id</mi>     <mo>≠</mo>     <mi>g</mi>   </mrow> </math> "
q_303	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f"" display=""block"">   <mi>f</mi> </math> "
q_304	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g"" display=""block"">   <mi>g</mi> </math> "
q_305	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f\circ g=g\circ f?"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>∘</mo>       <mi>g</mi>     </mrow>     <mo>=</mo>     <mrow>       <mrow>         <mi>g</mi>         <mo>∘</mo>         <mi>f</mi>       </mrow>       <mo>⁢</mo>       <mi mathvariant=""normal"">?</mi>     </mrow>   </mrow> </math> "
q_306	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(x)=2x"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>x</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mrow>       <mn>2</mn>       <mo>⁢</mo>       <mi>x</mi>     </mrow>   </mrow> </math> "
q_307	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g(x)=3x"" display=""block"">   <mrow>     <mrow>       <mi>g</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>x</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mrow>       <mn>3</mn>       <mo>⁢</mo>       <mi>x</mi>     </mrow>   </mrow> </math> "
q_308	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f"" display=""block"">   <mi>f</mi> </math> "
q_309	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g"" display=""block"">   <mi>g</mi> </math> "
q_310	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f"" display=""block"">   <mi>f</mi> </math> "
q_311	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f\colon\mathbb R\smallsetminus\{1\}\to\mathbb R"" display=""block"">   <mrow>     <mi>f</mi>     <mo>:</mo>     <mrow>       <mrow>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\mathbb</mtext>         </merror>         <mo>⁢</mo>         <mi>R</mi>         <mo>⁢</mo>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\smallsetminus</mtext>         </merror>         <mo>⁢</mo>         <mrow>           <mo stretchy=""false"">{</mo>           <mn>1</mn>           <mo stretchy=""false"">}</mo>         </mrow>       </mrow>       <mo>→</mo>       <mrow>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\mathbb</mtext>         </merror>         <mo>⁢</mo>         <mi>R</mi>       </mrow>     </mrow>   </mrow> </math> "
q_312	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(x)=2x/(1-x)"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>x</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mrow>       <mrow>         <mn>2</mn>         <mo>⁢</mo>         <mi>x</mi>       </mrow>       <mo>/</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mrow>           <mn>1</mn>           <mo>-</mo>           <mi>x</mi>         </mrow>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>   </mrow> </math> "
q_313	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g"" display=""block"">   <mi>g</mi> </math> "
q_314	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g(x)=f^{-1}\circ g\circ f=\frac{g(\frac{2x}{1-x})}{2+g(\frac{2x}{1-x})},"" display=""block"">   <mrow>     <mrow>       <mrow>         <mi>g</mi>         <mo>⁢</mo>         <mrow>           <mo stretchy=""false"">(</mo>           <mi>x</mi>           <mo stretchy=""false"">)</mo>         </mrow>       </mrow>       <mo>=</mo>       <mrow>         <msup>           <mi>f</mi>           <mrow>             <mo>-</mo>             <mn>1</mn>           </mrow>         </msup>         <mo>∘</mo>         <mi>g</mi>         <mo>∘</mo>         <mi>f</mi>       </mrow>       <mo>=</mo>       <mfrac>         <mrow>           <mi>g</mi>           <mo>⁢</mo>           <mrow>             <mo stretchy=""false"">(</mo>             <mfrac>               <mrow>                 <mn>2</mn>                 <mo>⁢</mo>                 <mi>x</mi>               </mrow>               <mrow>                 <mn>1</mn>                 <mo>-</mo>                 <mi>x</mi>               </mrow>             </mfrac>             <mo stretchy=""false"">)</mo>           </mrow>         </mrow>         <mrow>           <mn>2</mn>           <mo>+</mo>           <mrow>             <mi>g</mi>             <mo>⁢</mo>             <mrow>               <mo stretchy=""false"">(</mo>               <mfrac>                 <mrow>                   <mn>2</mn>                   <mo>⁢</mo>                   <mi>x</mi>                 </mrow>                 <mrow>                   <mn>1</mn>                   <mo>-</mo>                   <mi>x</mi>                 </mrow>               </mfrac>               <mo stretchy=""false"">)</mo>             </mrow>           </mrow>         </mrow>       </mfrac>     </mrow>     <mo>,</mo>   </mrow> </math> "
q_315	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g_{0}"" display=""block"">   <msub>     <mi>g</mi>     <mn>0</mn>   </msub> </math> "
q_316	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g_{n+1}\mapsto f^{-1}\circ g_{n}\circ f"" display=""block"">   <mrow>     <msub>       <mi>g</mi>       <mrow>         <mi>n</mi>         <mo>+</mo>         <mn>1</mn>       </mrow>     </msub>     <mo>↦</mo>     <mrow>       <msup>         <mi>f</mi>         <mrow>           <mo>-</mo>           <mn>1</mn>         </mrow>       </msup>       <mo>∘</mo>       <msub>         <mi>g</mi>         <mi>n</mi>       </msub>       <mo>∘</mo>       <mi>f</mi>     </mrow>   </mrow> </math> "
q_317	A.37	3213320	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""g_{0}"" display=""block"">   <msub>     <mi>g</mi>     <mn>0</mn>   </msub> </math> "
q_318	A.38	3221465	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a,b"" display=""block"">   <mrow>     <mi>a</mi>     <mo>,</mo>     <mi>b</mi>   </mrow> </math> "
q_319	A.38	3221465	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""q,r:a=bq+r"" display=""block"">   <mrow>     <mrow>       <mi>q</mi>       <mo>,</mo>       <mi>r</mi>     </mrow>     <mo>:</mo>     <mrow>       <mi>a</mi>       <mo>=</mo>       <mrow>         <mrow>           <mi>b</mi>           <mo>⁢</mo>           <mi>q</mi>         </mrow>         <mo>+</mo>         <mi>r</mi>       </mrow>     </mrow>   </mrow> </math> "
q_320	A.38	3221465	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""Choose"" display=""block"">   <mrow>     <mi>C</mi>     <mo>⁢</mo>     <mi>h</mi>     <mo>⁢</mo>     <mi>o</mi>     <mo>⁢</mo>     <mi>o</mi>     <mo>⁢</mo>     <mi>s</mi>     <mo>⁢</mo>     <mi>e</mi>   </mrow> </math> "
q_321	A.38	3221465	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""q:qb&amp;lt;=a"" display=""block"">   <mrow>     <mi>q</mi>     <mo>:</mo>     <mi>q</mi>     <mi>b</mi>     <mi mathvariant=""normal"">&amp;</mi>     <mi>l</mi>     <mi>t</mi>     <mo>;</mo>     <mo>=</mo>     <mi>a</mi>   </mrow> </math> "
q_322	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2018^{2019}"" display=""block"">   <msup>     <mn>2018</mn>     <mn>2019</mn>   </msup> </math> "
q_323	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\ 2019^{2018}\ "" display=""block"">   <mpadded width=""+5pt"">     <msup>       <mn> 2019</mn>       <mn>2018</mn>     </msup>   </mpadded> </math> "
q_324	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2019\log(2018)\ "" display=""block"">   <mrow>     <mn>2019</mn>     <mo>⁢</mo>     <mrow>       <mi>log</mi>       <mo>⁡</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mn>2018</mn>         <mo rspace=""7.5pt"" stretchy=""false"">)</mo>       </mrow>     </mrow>   </mrow> </math> "
q_325	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\ 2018\log(2019)"" display=""block"">   <mrow>     <mn> 2018</mn>     <mo>⁢</mo>     <mrow>       <mi>log</mi>       <mo>⁡</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mn>2019</mn>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>   </mrow> </math> "
q_326	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\log 2019\gt\log 2018"" display=""block"">   <mrow>     <mi>log</mi>     <mo>⁡</mo>     <mrow>       <mn>2019</mn>       <mo>⁢</mo>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\gt</mtext>       </merror>       <mo>⁢</mo>       <mrow>         <mi>log</mi>         <mo>⁡</mo>         <mn>2018</mn>       </mrow>     </mrow>   </mrow> </math> "
q_327	A.39	3222554	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2019^{2018}"" display=""block"">   <msup>     <mn>2019</mn>     <mn>2018</mn>   </msup> </math> "
